distance_km,delivery_time_min
4.95,23.47
30.25,95.3
17.38,55.33
45.9,146.83
20.63,67.32
7.59,24.11
35.88,114.73
15.02,48.79
26.51,88.98
35.04,106.26
45.06,142.46
39.71,124.78
33.98,107.67
34.14,108.54
47.32,146.2
15.14,52.44
0.56,7.79
13.96,47.35
11.29,43.68
33.26,99.41
31.87,102.95
29.88,95.51
1.3,10.92
36.57,117.13
16.51,57.18
33.42,103.72
28.05,86.55
17.47,59.28
7.16,32.39
5.17,19.69
41.66,125.93
45.96,146.04
32.66,99.66
5.62,23.11
20.4,62.19
36.58,113.59
39.1,122.25
6.35,22.87
0.5,7.44
35.75,113.53
18.15,57.41
13.1,42.09
1.14,13.47
27.24,85.79
42.63,134.08
47.9,143.22
28.5,97.7
25.97,84.72
4.71,11.04
27.67,83.96
19.31,60.05
30.55,103.5
19.74,74.32
12.39,44.31
5.2,24.99
16.09,58.26
5.28,16.45
9.26,32.48
49.37,152.77
22.48,77.98
26.83,93.87
43.74,145.1
49.78,156.34
29.34,94.58
40.72,125.38
16.68,55.29
15.63,56.17
20.43,70.11
33.79,108.57
34.27,104.43
16.1,61.06
7.09,28.17
31.8,101.21
6.85,29.15
29.14,89.86
34.82,106.54
35.18,109.07
37.8,114.35
43.71,136.59
25.25,72.6
36.65,113.03
31.15,90.58
9.74,33.18
1.77,9.46
14.58,53.44
22.43,73.44
31.05,95.03
42.57,131.17
10.21,41.37
6.71,20.79
48.19,158.13
5.85,24.23
24.19,72.37
29.49,89.31
27.3,90.22
4.76,22.23
3.32,16.69
5.72,22.63
29.49,93.04
27.45,84.22
12.07,42.76
32.07,107.68
41.09,128.16
2.56,13.72
25.16,84.58
34.62,106.78
12.99,45.62
15.73,55.4
30.88,94.69
44.95,134.65
40.59,125.87
29.36,96.52
36.65,109.06
18.56,61.64
32.23,100.94
23.58,74.83
9.9,35.91
35.24,103.92
28.04,93.9
18.25,56.19
45.61,143.29
1.54,12.42
16.13,59.24
3.32,14.81
38.44,114.48
35.25,104.4
16.9,60.8
33.95,104.6
20.1,63.79
37.93,114.29
22.98,72.41
20.91,74.7
46.77,145.44
12.92,40.52
6.46,28.58
29.43,83.33
48.48,150.41
19.2,61.18
3.57,14.61
17.3,51.14
25.54,81.04
8.52,28.95
33.08,100.4
49.89,153.05
22.86,65.83
18.06,67.88
20.33,52.3
6.2,23.01
44.22,137.0
21.03,65.83
19.67,63.06
33.15,107.01
22.38,67.11
32.59,95.66
3.54,13.49
40.78,116.46
47.05,142.66
32.61,100.68
47.75,148.62
8.0,34.15
24.13,78.59
30.29,97.24
29.3,89.98
20.37,63.67
17.24,54.36
6.78,24.82
19.89,62.9
8.55,31.94
36.85,118.03
10.84,42.63
3.4,16.3
27.84,89.82
29.96,99.52
43.66,138.86
29.06,90.75
17.6,53.63
40.25,123.83
27.24,83.42
4.42,18.75
28.51,92.48
45.45,139.72
20.12,63.89
15.17,39.9
7.6,25.53
8.0,41.54
21.92,75.26
29.99,100.28
4.49,20.42
47.01,149.73
37.88,117.26
29.54,90.36
41.51,135.47
4.47,14.04
24.1,79.27
31.69,107.2
41.52,133.42
39.28,121.82
14.21,52.76
47.07,147.09
6.66,24.43
43.82,139.42
48.56,147.16
9.27,27.05
36.24,112.79
2.49,9.87
20.57,60.88
26.06,83.29
29.24,90.56
46.83,141.68
33.78,106.26
24.32,74.18
40.58,131.38
47.55,154.77
1.59,12.58
49.13,150.69
4.76,20.93
40.81,124.76
14.38,50.8
7.04,29.02
22.27,74.97
32.38,100.65
19.36,65.9
3.2,16.57
30.17,96.57
45.17,140.87
19.47,59.12
11.21,40.29
22.41,71.1
2.89,8.55
41.11,125.52
41.4,130.94
29.61,91.89
17.98,56.64
40.09,116.95
27.96,93.24
41.38,124.74
31.76,100.51
39.33,121.11
30.13,96.45
21.0,68.99
47.92,147.94
27.29,87.97
30.45,96.43
11.41,33.75
31.47,104.24
28.79,97.46
9.65,30.43
3.45,9.16
30.42,101.26
38.3,115.62
26.41,89.4
11.73,44.83
33.49,104.85
4.47,17.69
22.37,68.14
8.59,31.02
9.63,35.86
10.51,37.99
19.64,66.38
3.03,18.34
20.19,65.38
25.83,93.77
24.42,80.06
19.45,64.94
42.04,132.68
7.69,29.7
25.53,83.19
3.57,19.9
4.02,7.04
28.91,90.74
28.52,83.96
43.96,142.34
28.11,83.71
48.01,145.87
2.91,11.07
5.35,16.21
2.68,11.83
9.67,25.63
27.29,92.98
32.46,104.06
2.76,10.22
47.33,149.27
42.19,132.86
15.18,46.78
4.32,20.79
8.91,30.88
6.78,29.89
6.6,22.87
26.17,78.1
12.67,46.91
18.23,58.76
49.48,153.34
34.37,109.18
47.47,143.5
7.56,26.5
19.42,61.11
27.96,87.3
4.3,22.9
0.71,4.02
33.69,102.76
32.27,107.41
20.83,63.56
24.74,79.47
21.06,70.93
1.69,12.78
17.1,50.68
9.27,29.94
5.37,14.14
47.86,151.91
30.17,99.7
36.57,118.73
16.11,53.23
19.96,63.96
12.23,39.43
5.3,14.81
9.36,35.17
39.98,121.05
34.04,98.93
27.57,92.98
24.02,74.58
46.16,144.46
4.1,16.72
14.39,52.7
17.82,52.58
39.23,125.74
49.63,153.7
12.41,44.06
43.78,134.72
41.62,128.36
11.62,43.54
20.27,62.8
20.78,65.23
48.92,150.8
9.45,27.57
40.06,124.1
17.04,55.3
36.68,117.78
21.29,66.76
29.13,84.85
41.71,130.27
40.31,124.01
43.39,130.42
3.45,16.65
34.76,110.72
7.43,29.73
21.08,69.76
27.66,90.91
20.44,67.65
26.22,91.75
49.83,160.38
7.19,27.53
33.94,99.9
20.1,72.79
7.08,25.18
8.36,32.58
47.49,149.36
44.04,136.65
45.4,139.27
49.58,152.36
10.81,26.71
18.09,54.61
33.63,103.92
24.45,78.55
21.21,71.0
18.21,57.34
29.89,97.4
28.99,91.06
8.49,29.03
23.85,76.76
27.9,91.63
28.73,90.25
10.9,39.16
37.24,119.71
1.75,12.42
18.06,56.52
39.12,120.44
28.41,92.57
13.43,44.74
34.9,106.58
28.59,90.94
39.91,127.85
36.88,119.31
30.7,101.19
24.66,79.12
7.09,27.81
13.44,49.73
21.25,66.18
30.17,99.41
25.93,85.58
14.77,52.1
0.82,3.0
25.06,77.99
14.64,46.45
36.86,121.28
1.69,6.52
29.45,89.08
47.1,141.45
9.13,30.9
23.85,78.15
5.03,27.42
31.47,97.89
27.75,85.22
20.66,73.23
26.31,90.77
44.88,132.6
10.22,33.58
1.62,10.71
43.15,135.21
29.07,101.07
44.59,136.56
30.05,90.56
40.6,123.71
21.77,74.67
37.62,117.8
45.7,148.49
28.82,94.04
9.45,30.63
13.81,49.87
10.33,40.81
12.72,48.99
15.67,46.39
27.98,90.06
29.61,89.36
21.61,68.65
30.96,96.96
4.54,19.74
4.85,21.46
9.01,29.6
26.14,88.31
11.09,43.61
14.52,49.31
20.32,72.85
40.69,126.75
1.19,3.0
32.64,99.25
33.61,104.05
40.03,128.78
46.67,141.09
1.5,9.25
8.11,39.25
44.37,139.02
23.2,81.02
28.45,85.55
33.32,96.87
34.11,100.91
46.62,149.2
49.85,153.61
36.15,112.13
14.72,56.04
44.05,141.5
2.94,15.67
11.94,45.61
44.92,139.15
13.18,45.94
11.42,34.42
7.34,23.95
43.03,133.01
25.25,80.65
33.91,110.67
12.33,46.95
38.02,130.51
38.12,128.56
15.97,57.5
20.83,61.53
10.88,43.37
48.84,159.08
32.46,102.93
46.76,138.5
15.52,52.38
39.2,126.19
38.41,121.21
34.74,107.59
48.3,149.6
19.98,70.11
6.97,27.81
33.75,112.14
36.6,119.16
28.97,91.12
10.74,40.57
25.47,87.43
15.95,53.46
21.66,72.67
32.44,96.23
37.39,115.4
12.0,40.4
20.56,62.6
13.82,47.0
10.33,42.78
39.28,124.07
45.51,146.87
18.83,64.32
37.69,124.95
44.9,139.46
42.38,129.47
9.55,36.78
47.84,142.24
19.15,64.82
17.29,48.05
3.59,12.28
24.57,80.1
5.9,17.6
12.8,41.77
16.19,48.31
40.54,129.46
43.84,141.05
15.47,51.43
43.01,142.81
42.93,132.86
38.35,114.71
7.76,22.57
34.67,108.43
47.28,148.13
34.29,117.85
16.92,51.47
25.28,78.31
32.46,104.3
25.77,82.71
6.44,21.9
15.95,52.67
40.22,121.12
43.14,132.63
7.3,22.45
47.64,152.1
16.78,58.3
33.28,104.65
37.72,118.21
40.69,127.97
47.31,145.12
15.99,46.21
43.0,132.63
7.02,28.01
35.4,115.01
37.23,116.97
34.05,104.73
12.99,46.21
43.72,136.84
8.86,27.41
3.15,7.27
36.01,110.89
24.04,83.21
42.53,134.81
19.48,69.37
8.83,31.35
41.9,130.56
27.67,77.24
9.87,26.94
36.16,115.32
25.8,83.17
30.41,87.17
23.31,75.47
41.52,133.59
41.56,130.95
35.61,109.71
5.72,12.19
42.02,132.69
33.72,102.59
35.0,112.05
18.47,63.2
44.02,140.76
36.41,115.74
6.07,21.84
20.69,69.4
44.38,134.07
2.84,18.79
48.09,146.54
34.12,114.6
31.75,99.26
13.89,48.66
12.82,43.95
47.13,139.19
15.26,52.94
38.89,118.59
19.96,64.4
7.39,27.37
1.03,3.97
27.44,84.9
48.8,156.43
18.77,56.05
18.18,61.91
17.53,56.08
26.27,87.8
22.31,74.76
44.06,134.39
25.52,84.31
25.63,79.62
7.35,33.89
49.15,152.92
12.87,42.27
4.13,15.71
33.33,103.56
29.97,93.74
21.05,71.02
21.4,67.21
39.36,119.72
10.19,39.86
41.1,133.75
32.61,99.72
21.24,67.55
23.17,79.49
13.2,46.45
37.73,124.58
25.89,85.46
16.38,56.09
30.0,93.56
49.79,150.46
22.05,66.31
46.07,143.1
17.58,63.37
3.21,10.44
10.61,36.34
21.23,62.04
11.37,44.65
0.51,3.3
45.79,151.45
42.27,133.66
37.24,122.9
8.81,24.48
6.46,14.46
3.85,15.0
36.34,114.18
46.48,146.93
21.81,76.6
6.4,22.96
25.86,80.89
17.77,57.39
19.05,63.63
31.26,93.8
36.08,106.04
5.97,24.23
2.26,6.38
49.72,158.73
12.02,32.22
3.16,11.35
9.9,29.29
2.43,9.59
19.89,61.17
40.22,130.16
17.39,68.41
22.49,67.56
33.94,104.05
25.69,81.49
43.14,130.19
43.37,137.34
0.99,3.0
39.01,124.48
23.31,75.28
49.45,156.36
24.42,78.21
49.35,155.98
37.85,120.68
12.81,42.7
27.15,88.68
49.61,159.53
42.95,126.7
5.32,12.84
35.47,116.59
17.61,61.42
0.85,13.26
20.47,65.98
12.12,48.38
41.03,139.68
17.2,61.21
41.46,131.71
0.53,9.53
15.74,52.89
12.44,43.6
12.06,42.98
3.88,25.72
9.76,31.25
28.0,88.11
14.92,49.78
21.16,70.99
19.15,63.45
43.86,131.42
45.31,141.23
24.9,79.28
16.84,55.49
5.79,25.72
47.69,152.86
3.48,12.09
15.23,58.42
15.25,44.78
16.36,51.24
8.63,30.01
39.27,125.62
6.56,17.77
31.93,109.65
6.63,17.7
3.99,23.17
45.52,139.89
9.91,35.11
41.15,119.57
27.46,90.35
4.35,17.44
47.79,153.08
12.72,37.61
43.05,139.88
8.86,24.7
42.77,134.32
1.15,3.0
25.83,90.34
38.59,124.57
46.77,151.7
45.51,140.46
41.07,126.97
44.47,138.23
10.36,35.54
14.57,47.12
14.8,48.55
19.16,67.19
19.97,68.78
27.46,82.68
8.41,33.09
34.72,103.56
8.79,37.35
15.86,48.77
25.42,84.42
39.92,127.32
37.1,115.09
32.45,100.83
8.21,28.71
27.58,89.69
4.83,22.86
19.18,71.39
20.97,74.86
2.47,14.73
14.06,48.25
47.8,146.26
47.7,150.71
17.94,64.32
2.63,17.51
9.37,34.23
19.91,62.35
47.42,147.8
7.49,30.37
38.29,124.63
5.88,23.59
49.07,156.04
19.39,67.42
38.87,120.46
17.46,55.07
31.57,106.49
10.0,37.87
7.73,30.43
46.93,143.64
45.92,134.56
44.43,140.21
31.46,101.32
40.51,129.27
3.92,16.76
17.07,53.97
16.03,54.16
31.96,105.93
18.12,61.56
7.85,23.18
30.03,94.35
40.81,124.84
19.42,69.63
7.05,25.27
10.24,41.7
12.26,42.66
15.34,49.39
32.32,98.12
30.25,94.33
34.96,109.92
18.44,55.86
41.29,131.42
10.6,33.42
23.72,70.32
40.15,120.16
9.42,31.33
5.94,25.01
44.24,144.29
17.48,56.47
34.35,109.38
1.75,9.98
34.66,100.45
16.15,54.95
3.26,14.69
30.69,90.75
12.42,49.02
19.65,66.34
4.49,11.8
7.78,30.45
15.25,62.85
4.94,19.86
45.59,144.52
0.8,5.13
24.45,76.56
6.6,31.06
15.73,54.73
46.34,148.3
8.5,29.57
48.31,151.74
10.69,36.75
37.21,119.08
27.56,87.23
44.28,144.96
27.92,87.82
26.96,87.58
10.18,28.32
8.73,35.95
45.87,137.9
16.73,52.6
18.92,56.8
38.11,113.63
17.27,60.7
47.63,144.72
37.03,110.25
30.07,89.14
44.1,141.75
2.96,12.41
13.22,44.48
23.52,79.25
11.74,42.57
37.32,117.74
46.0,148.09
21.48,64.28
17.44,56.08
48.1,152.92
22.52,79.94
24.71,86.94
17.91,53.94
45.52,141.87
28.66,92.96
38.23,119.03
40.68,129.83
17.42,66.3
21.97,67.3
42.5,127.48
18.48,62.99
39.8,122.54
47.08,148.94
31.35,99.82
37.21,115.89
40.35,123.29
42.33,132.37
20.06,63.6
3.04,18.58
20.39,66.6
33.85,101.45
22.79,78.98
37.57,117.17
18.17,67.85
31.92,99.68
9.73,30.99
37.59,116.59
27.51,87.13
10.6,35.78
14.95,47.32
37.56,115.85
24.39,84.77
11.19,37.57
48.38,158.72
35.9,116.87
47.88,148.38
21.64,72.56
24.02,74.93
44.95,144.11
26.49,89.79
35.51,113.92
12.98,41.92
22.61,75.22
6.61,22.05
10.7,31.55
0.55,7.68
2.44,5.81
48.88,149.97
12.5,43.96
33.33,111.26
42.04,128.55
27.76,84.22
8.08,32.4
36.54,115.5
30.21,95.94
36.7,109.14
38.6,125.15
48.78,142.91
28.89,92.45
17.41,62.14
32.6,103.25
3.89,15.68
44.92,135.61
6.41,21.94
16.73,63.96
40.88,125.45
30.07,97.02
19.98,61.62
23.94,75.6
42.8,126.89
17.33,56.79
43.55,134.2
4.86,24.99
38.95,118.47
42.45,130.65
9.5,37.12
21.8,70.27
8.69,30.42
35.48,110.74
27.0,82.04
31.95,99.11
10.23,36.0
10.98,33.29
2.55,8.41
16.44,59.19
28.21,91.62
42.97,135.11
33.51,103.36
22.05,72.04
47.68,138.43
36.1,108.48
46.54,147.13
26.62,82.15
13.32,44.11
3.11,15.78
36.44,111.31
6.5,22.03
15.49,50.03
26.86,86.18
28.44,83.8
30.23,96.89
8.73,31.09
19.3,63.33
31.05,95.19
48.51,150.31
36.52,118.38
46.17,146.23
38.23,124.6
29.79,90.77
10.01,37.75
33.5,103.01
31.36,90.0
30.32,99.7
24.74,82.32
26.67,90.94
17.05,50.31
26.21,84.27
10.28,34.94
40.36,130.64
9.7,28.53
4.71,18.1
22.09,71.66
33.09,107.23
22.17,73.16
14.2,47.47
28.13,88.14
17.68,57.67
46.68,148.04
46.17,140.21
25.37,80.17
16.73,54.25
36.99,107.62
2.32,4.13
24.0,71.04
17.15,55.59
46.07,145.2
1.09,5.81
27.86,82.09
37.16,120.26
24.51,79.65
4.73,18.28
48.64,151.88
26.14,79.2
30.9,101.84
12.21,42.91
24.43,77.71
21.74,68.87
4.21,17.91
5.75,24.19
41.95,123.89
12.37,38.98
10.15,34.13
25.49,80.0
38.55,117.81
3.57,18.81
29.05,89.39
6.4,19.93
2.3,10.04
3.11,20.36
41.79,130.43
6.34,22.09
2.73,11.88
22.18,64.52
42.28,131.08
13.49,46.42
21.37,70.88
2.48,11.79
22.73,70.2
29.09,95.89
28.76,89.78
16.96,51.94
16.12,50.28
5.78,20.99
18.66,59.79
5.42,19.11
38.45,121.59
48.33,149.64
48.52,154.09
43.32,135.28
30.24,94.29
35.19,108.55
14.62,47.26
31.72,95.86
23.05,73.22
24.36,80.0
38.01,122.14
14.45,49.08
16.24,67.26
46.27,145.1
3.28,7.91
24.54,80.27
45.68,146.57
30.71,96.08
27.55,81.78
12.86,36.35
17.49,57.09
42.68,128.97
28.18,88.71
25.98,81.44
5.43,27.16
1.29,12.23
48.2,147.35
19.16,60.82
30.36,99.8
4.45,18.81
34.31,109.21
46.66,149.71
29.0,88.9
6.74,29.04
29.3,91.31
38.43,111.32
20.62,62.18
44.05,133.44
32.61,108.19
45.01,139.54
31.36,97.87
7.0,31.98
15.83,49.38
10.49,34.89
45.49,141.58
38.14,119.21
33.98,108.29
15.4,53.39
9.61,30.51
37.94,111.35
23.97,78.5
11.68,32.62
31.02,99.36
2.5,15.42
16.65,59.44
23.69,75.56
7.82,36.5
49.24,147.16
10.85,43.37
6.95,22.79
10.57,36.87
38.57,121.33
21.56,75.08
28.49,86.07
1.54,18.16
2.2,3.04
22.57,72.39
40.92,130.07
44.32,142.09
4.79,13.66
27.15,78.57
45.7,147.36
19.7,65.09
41.56,122.07
7.12,24.32
46.8,142.45
37.7,122.62
47.1,144.84
33.99,106.25
18.49,59.44
46.94,152.5
14.14,51.05
16.94,58.59
35.19,111.38
38.38,120.92
46.51,140.88
10.64,40.4
40.0,123.5
37.06,111.05
3.66,15.39
19.67,64.06
14.5,53.87
15.57,55.14
49.16,148.52
32.32,106.11
36.02,102.69
48.84,153.19
19.17,59.76
40.19,119.96
22.01,66.31
43.54,141.49
9.44,35.13
47.41,148.74
11.33,42.87
16.65,54.01
37.93,124.31
19.99,64.08
30.61,84.22
22.51,78.95
37.25,104.94
11.8,39.34
3.39,18.19
15.35,41.64
23.98,76.35
8.82,30.8
18.06,62.86
20.3,67.83
3.34,9.66
29.37,90.53
44.27,133.54
8.01,21.61
30.09,92.67
33.4,111.15
21.26,70.55
35.2,112.32
20.83,62.65
25.48,73.64
0.86,9.87
34.74,113.26
33.24,105.36
2.4,15.24
18.73,59.85
48.96,152.11
21.33,66.09
25.35,82.58
45.54,140.88
36.0,115.44
29.31,96.07
39.99,123.56
43.29,136.91
23.12,71.56
24.02,84.24
19.61,69.48
48.35,151.23
35.01,106.99
4.62,19.84
43.22,129.8
24.29,79.5
3.9,8.19
27.71,83.82
21.15,69.92
43.95,142.42
10.6,38.26
41.41,127.95
28.11,85.46
3.2,12.56
48.61,143.75
25.87,81.04
14.9,58.51
23.74,76.72
42.96,135.56
15.59,44.34
10.04,40.73
6.89,31.75
15.24,51.59
39.11,124.79
23.85,73.86
11.76,39.18
8.73,41.95
16.97,54.04
47.03,153.4
17.48,65.66
49.41,155.01
24.52,78.07
9.37,27.81
44.61,140.99
23.29,74.92
35.63,111.46
49.19,150.67
2.98,15.16
5.29,22.73
36.16,113.35
14.45,53.06
9.62,33.79
2.45,11.74
1.58,5.25
38.84,120.67
7.15,26.2
23.65,66.13
30.49,98.53
21.7,73.77
1.84,19.32
39.28,119.13
1.02,7.63
38.21,121.46
44.72,138.93
21.93,67.78
27.01,80.15
24.11,77.62
19.77,69.22
44.43,138.3
44.75,139.0
17.12,57.91
30.95,100.85
46.38,145.46
48.12,144.42
25.69,83.92
22.91,71.23
14.3,45.01
47.96,144.57
7.57,27.36
29.2,90.45
14.49,47.29
14.31,43.94
20.55,70.22
49.94,153.26
3.22,11.76
29.14,85.66
4.59,25.49
8.15,23.23
22.26,72.92
25.77,84.95
13.31,43.38
16.16,55.17
4.8,21.4
15.51,54.89
48.34,152.45
47.26,145.54
17.08,54.63
28.76,99.47
45.52,145.95
0.81,4.63
40.63,128.21
47.44,148.91
5.02,19.99
8.49,37.5
48.06,148.76
27.11,86.0
1.2,11.9
13.25,40.98
22.77,71.21
34.8,115.28
36.79,115.26
49.77,151.1
14.73,49.89
27.14,87.0
26.9,91.04
20.58,71.09
8.87,32.44
48.88,158.28
42.74,138.32
25.17,81.93
30.36,92.7
11.75,47.41
27.42,92.33
34.9,104.86
26.0,80.62
49.52,148.22
30.76,92.99
18.86,66.66
38.72,121.52
8.94,29.16
19.53,66.62
17.67,61.39
21.87,75.97
39.2,125.03
24.47,80.96
39.8,121.12
29.04,92.5
17.43,57.17
40.59,117.39
12.3,43.32
11.61,32.99
25.47,84.3
13.41,43.69
0.95,6.37
32.59,100.77
25.8,79.96
22.55,71.74
48.36,153.8
28.77,86.99
43.24,134.76
7.4,35.65
28.68,88.34
43.46,135.33
29.36,96.46
36.04,121.86
18.92,67.96
5.08,19.67
23.17,76.07
20.03,64.25
43.42,139.63
12.58,42.26
48.35,156.87
47.93,141.06
12.76,45.73
17.73,61.18
44.83,129.42
48.35,143.5
22.45,77.61
16.39,56.24
26.54,87.79
34.54,115.35
14.04,45.73
36.96,122.55
3.06,25.87
2.94,18.88
19.62,65.6
18.0,58.77
16.12,54.21
24.81,80.12
16.38,54.24
10.02,30.64
15.82,54.16
48.76,152.2
20.85,73.01
22.51,74.82
29.04,89.19
49.18,148.14
12.46,42.36
34.22,104.2
35.94,113.4
30.56,93.98
4.88,24.76
34.01,109.36
3.67,19.99
30.01,94.37
37.11,117.12
10.94,41.5
42.16,132.94
2.0,13.84
42.27,129.08
23.29,78.29
11.27,36.47
7.12,34.71
47.69,148.85
4.1,21.71
10.36,34.3
17.72,57.29
31.2,97.55
27.47,80.36
6.72,14.61
14.84,48.37
12.32,34.4
11.07,39.36
20.85,66.92
35.35,99.77
11.26,36.66
18.65,60.85
19.85,70.2
48.83,149.68
47.76,141.7
40.11,118.24
12.46,40.3
3.87,12.66
16.19,52.73
13.71,46.8
25.54,83.78
39.0,124.26
42.99,131.56
42.32,134.48
18.3,53.8
34.52,109.1
15.99,53.81
3.51,16.05
35.23,106.54
0.99,4.25
20.75,69.85
16.8,53.74
34.82,111.83
38.43,117.85
15.55,63.07
40.68,125.91
15.05,54.92
22.59,82.29
36.49,118.9
34.8,107.99
49.37,152.73
11.65,26.71
33.28,95.49
30.68,96.97
45.8,140.06
8.24,25.25
37.71,118.28
28.63,88.53
14.1,43.4
23.98,80.97
17.02,50.91
29.18,95.32
44.51,139.48
28.68,96.51
31.77,98.41
26.18,78.15
3.03,11.56
12.03,40.91
24.85,83.51
15.86,55.79
9.5,32.62
25.45,81.06
16.48,57.23
13.28,49.05
23.47,76.71
7.1,27.45
46.42,145.22
43.45,136.43
35.53,112.66
5.76,18.28
38.91,115.25
40.49,122.97
38.5,118.66
6.14,26.05
32.37,101.04
41.8,131.21
29.08,92.52
32.5,104.48
23.19,72.85
26.67,82.11
2.2,5.02
32.13,102.72
4.53,6.62
22.03,71.75
14.99,53.51
27.5,86.9
7.1,27.77
34.74,107.49
39.85,124.54
8.59,30.11
5.66,24.77
7.7,26.97
43.92,132.0
26.65,86.24
23.63,75.38
5.78,19.56
32.65,105.54
43.47,143.38
41.5,131.37
31.49,102.66
4.23,18.29
6.06,28.91
2.94,16.43
13.25,42.51
7.22,29.03
13.37,46.84
19.56,62.1
47.18,151.5
30.71,92.08
41.83,131.98
35.66,110.26
6.07,16.78
36.93,116.25
14.12,45.7
32.14,99.07
17.38,52.89
49.88,162.7
13.55,35.8
14.32,39.3
46.57,146.8
1.72,12.01
34.99,104.4
36.4,111.82
41.9,133.21
48.73,150.1
48.79,154.56
3.73,16.01
41.18,126.45
32.49,96.65
32.54,102.37
6.85,23.0
32.68,107.03
49.13,156.22
45.64,140.92
22.24,71.57
2.48,10.95
18.43,58.18
41.41,124.94
35.22,110.94
23.24,73.55
3.23,20.64
21.63,68.48
23.72,85.77
46.46,151.62
32.23,98.82
15.93,52.48
26.5,78.3
3.77,14.63
48.64,152.42
18.32,60.79
24.15,74.23
18.09,58.95
34.28,109.86
33.28,104.33
35.91,118.12
13.77,45.96
16.13,47.03
6.7,18.7
32.95,102.34
2.47,7.65
30.09,88.78
43.55,133.94
44.6,141.98
22.73,71.33
23.24,76.03
4.31,23.68
33.7,107.64
41.15,124.73
12.61,42.73
21.35,67.31
42.02,133.08
43.92,137.5
12.54,41.48
27.75,88.58
10.03,33.8
5.54,15.24
45.6,134.04
41.12,131.84
38.12,123.48
2.91,14.49
42.26,135.56
22.18,78.41
17.45,55.54
27.55,84.72
5.02,23.01
37.95,124.45
29.33,90.3
9.74,40.11
9.82,32.94
9.62,34.76
3.32,13.51
29.6,94.79
42.1,127.09
1.37,13.21
2.93,7.24
28.85,87.82
41.07,133.38
16.67,64.07
17.81,56.3
30.02,101.19
14.07,52.39
1.82,12.08
36.89,113.76
31.47,105.02
29.25,91.99
37.21,118.5
33.92,98.12
10.69,35.46
17.95,56.4
6.74,25.73
6.93,24.53
33.97,104.88
43.0,133.99
48.16,146.37
31.6,93.19
9.61,32.05
5.73,21.28
40.74,130.21
29.15,91.62
31.11,99.88
39.18,119.65
35.31,110.87
41.81,123.49
3.28,12.34
37.5,106.62
42.62,128.09
14.66,43.9
32.2,104.07
16.05,54.56
47.92,153.03
2.15,6.18
29.2,95.89
8.74,28.92
35.75,119.44
9.21,31.91
12.15,47.88
24.97,91.42
45.78,144.05
10.98,45.07
7.64,26.6
38.07,124.45
25.28,80.59
45.63,144.17
7.76,30.29
32.47,101.71
12.03,35.15
8.26,24.35
34.33,112.63
29.89,95.41
37.86,122.48
15.82,50.45
22.67,71.63
20.57,65.28
49.21,145.96
14.97,48.51
15.09,49.02
18.05,59.11
28.45,89.34
12.99,49.42
45.81,140.1
13.65,49.3
44.84,140.73
5.62,21.99
33.0,107.01
45.4,139.83
8.85,29.46
48.43,148.85
22.92,74.58
47.31,139.6
34.0,106.34
15.43,54.06
9.82,34.37
15.53,52.08
5.1,22.16
7.62,28.22
5.68,15.55
21.44,75.14
39.88,135.1
7.5,33.6
6.95,25.0
32.35,98.51
10.26,41.84
5.33,21.57
8.76,35.0
46.22,139.71
41.16,130.53
18.03,60.63
32.96,109.43
27.1,89.56
34.02,107.72
34.29,115.44
31.62,98.79
13.67,52.15
2.43,14.55
23.05,77.12
44.6,150.7
28.69,82.5
41.7,124.55
49.59,158.45
8.6,34.46
34.74,109.74
33.88,111.11
49.01,147.56
49.29,160.68
34.49,114.02
12.56,49.42
40.03,118.79
5.8,26.66
39.14,122.44
45.55,151.22
19.45,64.4
31.72,96.6
21.79,72.71
22.17,64.74
15.86,56.82
38.23,117.98
46.84,144.81
47.07,147.2
9.15,31.2
43.8,142.91
37.0,114.88
13.02,46.12
3.83,18.73
13.77,46.46
45.65,138.81
31.84,91.41
36.19,118.0
13.23,40.54
36.11,121.37
1.89,8.2
19.08,67.31
31.52,100.09
7.73,34.53
41.24,130.23
12.13,43.32
32.79,98.74
20.56,69.71
30.0,98.73
5.82,23.15
1.34,13.41
45.52,143.21
13.85,51.4
41.07,128.7
49.97,159.34
10.97,38.95
13.63,54.11
33.31,103.59
48.29,149.5
45.83,139.85
25.39,79.63
39.86,122.5
7.22,34.9
48.88,160.02
48.24,149.23
8.6,36.5
15.32,50.32
5.46,23.11
13.95,52.99
40.89,126.74
19.23,58.68
4.88,21.51
17.44,54.09
49.08,152.38
31.67,101.32
21.1,71.03
8.74,34.0
49.32,154.18
41.13,131.84
14.43,54.55
3.97,20.32
3.3,19.14
6.46,20.82
29.25,93.66
46.47,146.1
25.09,89.58
42.23,122.92
22.57,76.28
35.57,113.95
36.73,118.14
9.11,26.9
18.38,60.95
32.05,108.66
4.0,12.41
18.4,63.07
26.97,83.59
49.81,161.16
23.99,80.33
40.89,129.59
21.89,67.7
39.92,124.19
29.97,93.48
44.39,134.66
20.84,66.93
30.41,88.45
31.69,102.96
21.16,66.82
7.64,25.11
5.13,14.66
1.33,10.65
43.74,143.94
12.21,40.41
10.97,43.41
36.93,118.12
16.34,53.39
25.55,89.44
8.54,23.73
48.01,149.6
42.65,131.55
43.26,136.05
20.64,62.28
38.24,122.93
7.62,21.36
0.93,10.36
1.49,7.45
29.54,95.46
23.04,71.3
