Customer_ID,Annual_Spend,Order_Count,Avg_Order_Value,Days_Since_Last_Purchase,Product_Category_Count,Mobile_App_Usage,Website_Visits,Wishlist_Items,Coupon_Usage_Rate,Return_Rate
CUST_001288,85442.07,54,736.87,27,7,58,110,36,0.595,0.088
CUST_001289,27657.26,14,13096.48,271,1,23,41,20,0.375,0.222
CUST_001290,13266.22,36,17063.47,49,24,112,101,22,0.401,0.062
CUST_001291,78590.41,210,2326.63,155,5,64,49,98,0.159,0.232
CUST_001292,342867.61,239,11630.84,323,6,109,123,17,0.573,0.241
CUST_001293,59620.24,105,18641.99,347,13,5,132,16,0.547,0.167
CUST_001294,107682.63,82,24648.01,120,11,112,175,30,0.189,0.153
CUST_001295,63403.89,67,16746.32,139,8,67,12,63,0.542,0.098
CUST_001296,55869.69,10,6272.02,15,20,37,31,47,0.973,0.132
CUST_001297,113931.6,49,17970.53,308,2,0,194,25,0.714,0.199
CUST_001298,48864.57,231,15028.65,48,15,40,78,21,0.481,0.099
CUST_001299,72198.51,111,5452.62,163,10,30,90,44,0.916,0.313
CUST_001300,74995.88,65,21307.55,61,8,35,157,35,0.575,0.284
CUST_001301,37509.02,219,10799.63,339,2,72,5,63,0.135,0.108
CUST_001302,119901.95,57,24057.05,153,21,104,24,34,0.548,0.039
CUST_001303,52972.5,27,18127.94,311,15,53,155,74,0.181,0.0
CUST_001304,35276.71,203,16185.17,345,6,108,189,90,0.768,0.239
CUST_001305,87164.89,113,18263.15,149,5,86,149,97,0.967,0.085
CUST_001306,31922.69,133,12056.81,72,22,30,67,81,0.361,0.005
CUST_001307,61066.99,71,12729.62,68,22,28,142,26,0.435,0.144
CUST_001308,59493.16,83,21309.94,176,3,112,25,67,0.421,0.385
CUST_001309,128043.7,57,17087.03,353,11,84,190,16,0.285,0.276
CUST_001310,83473.86,120,22451.63,1,11,2,17,69,0.794,0.343
CUST_001311,58834.35,93,22292.5,308,16,57,72,10,0.618,0.058
CUST_001312,106131.74,15,24416.95,118,3,89,190,4,0.064,0.029
CUST_001313,158442.22,227,17565.32,6,9,60,61,57,0.839,0.005
CUST_001314,88474.28,111,12657.08,254,3,5,67,81,0.187,0.382
CUST_001315,60309.62,101,4324.53,74,19,19,47,56,0.979,0.12
CUST_001316,23901.93,119,17693.44,350,11,110,177,88,0.377,0.184
CUST_001317,28407.84,76,7431.13,194,14,60,62,73,0.616,0.158
CUST_001318,48355.86,158,7217.1,186,2,45,196,79,0.078,0.292
CUST_001319,39079.04,20,6109.54,2,7,12,133,73,0.345,0.124
CUST_001320,52528.97,165,21903.03,183,10,104,185,73,0.802,0.214
CUST_001321,62296.15,131,21725.52,334,10,22,50,99,0.477,0.398
CUST_001322,86749.93,73,15848.07,272,20,78,11,84,0.905,0.178
CUST_001323,56991.13,122,11929.93,51,1,109,174,13,0.575,0.221
CUST_001324,84166.41,41,16868.44,262,6,30,125,71,0.929,0.201
CUST_001325,62638.29,167,15259.29,132,21,3,8,0,0.983,0.321
CUST_001326,15020.53,154,10510.21,224,14,74,6,15,0.454,0.107
CUST_001327,31022.41,130,9614.85,309,2,117,156,25,0.565,0.068
CUST_001328,54129.72,23,9693.3,60,6,65,178,48,0.835,0.302
CUST_001329,25673.48,23,14810.51,364,1,15,182,41,0.222,0.166
CUST_001330,91121.6,213,16262.2,15,3,114,186,69,0.862,0.365
CUST_001331,174822.35,144,11403.2,228,4,30,183,65,0.592,0.258
CUST_001332,140523.96,9,24223.55,194,13,47,149,52,0.726,0.226
CUST_001333,51564.56,13,2279.37,250,3,102,145,8,0.08,0.028
CUST_001334,169992.28,156,8806.77,302,15,42,57,68,0.766,0.292
CUST_001335,66440.84,155,10593.05,47,13,107,39,39,0.311,0.274
CUST_001336,47289.32,51,619.65,234,22,3,88,55,0.805,0.256
CUST_001337,38972.76,64,9250.94,120,11,61,30,4,0.509,0.107
CUST_001338,48449.21,52,6988.01,319,4,47,183,55,0.275,0.379
CUST_001339,45627.97,209,12749.7,49,17,27,162,71,0.953,0.129
CUST_001340,67460.08,38,8542.98,40,5,15,25,4,0.765,0.061
CUST_001341,66996.91,100,18209.32,21,21,102,195,68,0.986,0.395
CUST_001342,60001.94,193,12846.33,181,24,88,105,51,0.364,0.298
CUST_001343,81296.38,146,3418.1,4,8,76,83,80,0.649,0.166
CUST_001344,137785.36,191,18801.52,144,21,68,161,72,0.612,0.374
CUST_001345,116388.37,51,2660.88,356,24,29,75,97,0.688,0.036
CUST_001346,21174.89,137,21008.42,77,10,64,143,32,0.038,0.035
CUST_001347,10019.17,141,23299.27,230,7,68,122,21,0.292,0.273
CUST_001348,115153.8,168,8196.64,296,17,117,41,84,0.909,0.071
CUST_001349,22998.51,55,23168.34,347,7,13,132,14,0.424,0.367
CUST_001350,51157.49,109,19866.6,208,24,74,60,64,0.961,0.336
CUST_001351,26394.76,207,23076.4,162,19,33,43,70,0.214,0.123
CUST_001352,16960.01,171,16723.5,167,9,55,34,22,0.997,0.356
CUST_001353,87467.62,44,6043.97,277,24,28,107,5,0.698,0.017
CUST_001354,101865.5,110,22384.18,236,2,81,90,83,0.776,0.219
CUST_001355,39992.32,196,4769.77,175,22,78,127,57,0.397,0.374
CUST_001356,9762.17,161,5483.9,52,20,109,0,25,0.907,0.342
CUST_001357,40848.64,152,6922.36,348,19,24,42,11,0.545,0.142
CUST_001358,78768.06,164,7745.31,9,6,93,31,76,0.681,0.073
CUST_001359,21263.81,243,12959.1,145,10,108,102,76,0.095,0.084
CUST_001360,68074.09,128,17893.74,226,13,65,190,1,0.632,0.206
CUST_001361,59235.9,105,23169.96,235,2,114,32,31,0.879,0.239
CUST_001362,89814.71,10,2393.25,241,10,39,94,49,0.178,0.013
CUST_001363,65101.72,100,23868.36,304,10,90,108,94,0.738,0.165
CUST_001364,30298.45,148,23048.81,70,5,117,65,60,0.025,0.332
CUST_001365,138358.03,233,1539.18,157,22,112,29,10,0.926,0.178
CUST_001366,53585.26,109,9135.96,18,4,14,9,67,0.983,0.068
CUST_001367,58740.62,108,20365.96,54,23,31,22,33,0.354,0.382
CUST_001368,31154.45,203,15367.1,214,2,19,96,79,0.107,0.107
CUST_001369,43901.44,140,19521.53,208,7,52,38,94,0.659,0.319
CUST_001370,32229.52,190,18032.03,20,18,77,172,88,0.03,0.078
CUST_001371,53047.22,146,12519.9,281,17,90,122,7,0.482,0.169
CUST_001372,198430.85,94,1222.21,248,11,66,156,7,0.272,0.196
CUST_001373,22917.8,236,14689.85,27,21,48,157,97,0.473,0.2
CUST_001374,19351.15,240,1404.45,295,18,66,161,14,0.018,0.207
CUST_001375,167681.1,229,15172.42,210,8,76,179,4,0.052,0.09
CUST_001376,51713.46,63,20050.19,284,12,88,102,18,0.016,0.206
CUST_001377,37483.24,84,14707.8,19,24,81,21,73,0.619,0.193
CUST_001378,123987.16,25,24926.14,19,1,0,4,8,0.56,0.083
CUST_001379,39185.78,12,11505.49,329,20,38,138,56,0.233,0.395
CUST_001380,214959.9,149,18770.92,119,21,60,159,53,0.647,0.346
CUST_001381,96234.97,25,16746.89,96,12,54,151,28,0.884,0.355
CUST_001382,42551.14,11,24787.51,119,6,68,138,18,0.277,0.274
CUST_001383,271065.49,64,17887.83,24,3,1,138,76,0.832,0.064
CUST_001384,39183.05,201,4267.96,152,5,93,144,45,0.663,0.227
CUST_001385,100656.27,126,23896.84,244,14,16,159,79,0.034,0.329
CUST_001386,73828.85,50,16760.88,259,12,28,82,61,0.375,0.015
CUST_001387,148928.1,190,1671.59,3,13,116,154,93,0.508,0.198
CUST_001388,178627.49,89,16507.69,142,13,105,31,59,0.732,0.158
CUST_001389,61230.63,99,22101.36,281,17,3,60,4,0.287,0.085
CUST_001390,35334.23,116,14510.64,334,24,72,24,32,0.983,0.151
CUST_001391,82617.81,96,8979.69,345,15,63,63,82,0.685,0.393
CUST_001392,37257.15,177,20558.56,219,6,84,191,54,0.373,0.289
CUST_001393,245087.62,14,19606.3,326,12,42,155,18,0.097,0.12
CUST_001394,65878.98,1,13695.72,159,2,75,167,16,0.181,0.242
CUST_001395,46363.83,209,4028.17,75,4,11,90,87,0.488,0.099
CUST_001396,68137.04,25,6424.46,98,20,49,141,91,0.495,0.244
CUST_001397,23318.72,187,18514.4,179,21,67,41,41,0.768,0.358
CUST_001398,30329.32,72,20190.84,126,12,60,38,21,0.726,0.223
CUST_001399,138730.67,69,7125.78,31,3,91,1,38,0.201,0.293
CUST_001400,37804.14,133,9326.03,264,17,72,80,79,0.595,0.181
CUST_001401,28772.12,105,2125.27,333,6,103,0,98,0.021,0.21
CUST_001402,87173.61,227,17893.86,12,24,50,108,26,0.399,0.278
CUST_001403,137309.52,147,288.72,351,17,119,159,75,0.764,0.325
CUST_001404,99038.83,23,1354.23,338,17,95,124,45,0.4,0.264
CUST_001405,120238.6,9,307.73,201,11,76,63,27,0.836,0.391
CUST_001406,35250.8,118,16203.93,17,23,97,158,51,0.976,0.328
CUST_001407,22130.95,94,10551.2,92,7,82,185,64,0.607,0.311
CUST_001408,171259.21,178,7579.16,279,2,77,81,38,0.145,0.338
CUST_001409,47768.61,144,22834.99,357,19,4,77,17,0.38,0.112
CUST_001410,50232.47,33,4981.51,315,2,90,110,86,0.009,0.173
CUST_001411,151711.49,130,9856.33,59,22,27,141,21,0.603,0.226
CUST_001412,88376.47,14,23519.73,213,13,89,196,67,0.822,0.185
CUST_001413,82381.93,238,10792.24,99,24,9,15,10,0.63,0.339
CUST_001414,272529.36,1,13956.4,0,24,87,196,81,0.786,0.011
CUST_001415,38159.78,90,2192.35,42,16,80,53,63,0.8,0.084
CUST_001416,114632.67,186,19796.13,310,17,51,140,70,0.851,0.353
CUST_001417,62311.99,89,10684.42,167,11,79,123,84,0.267,0.024
CUST_001418,72259.18,144,20052.78,191,9,16,79,56,0.871,0.091
CUST_001419,174543.26,207,6494.18,33,24,64,78,34,0.654,0.141
CUST_001420,85432.77,90,10677.47,33,9,20,158,36,0.29,0.3
CUST_001421,87273.95,175,19706.41,175,14,53,196,49,0.987,0.224
CUST_001422,126849.31,172,24352.17,195,13,110,148,29,0.95,0.382
CUST_001423,46375.8,208,1678.71,157,11,48,126,16,0.574,0.091
CUST_001424,33274.72,14,20348.91,244,12,106,157,32,0.843,0.349
CUST_001425,28814.49,221,7657.09,339,22,21,22,15,0.261,0.113
CUST_001426,15116.62,152,13858.43,345,3,68,37,14,0.416,0.098
CUST_001427,252545.07,111,7394.29,334,1,63,156,12,0.184,0.199
CUST_001428,27660.32,183,15413.45,70,8,35,76,2,0.52,0.028
CUST_001429,51283.4,143,8974.31,326,19,20,31,23,0.496,0.154
CUST_001430,49327.19,83,8473.65,113,13,55,111,22,0.213,0.142
CUST_001431,74249.38,72,1140.87,284,7,72,189,58,0.673,0.064
CUST_001432,105981.1,162,3844.62,142,13,90,105,54,0.118,0.344
CUST_001433,109352.45,130,22943.54,96,6,47,90,64,0.062,0.154
CUST_001434,39808.9,27,24957.28,308,3,75,97,31,0.385,0.393
CUST_001435,53263.94,74,19556.91,319,6,17,44,96,0.41,0.36
CUST_001436,72970.17,99,7312.95,211,3,117,48,59,0.32,0.078
CUST_001437,50307.84,215,10180.64,316,13,98,160,29,0.258,0.202
CUST_001438,184451.51,241,18539.69,184,13,14,3,65,0.339,0.241
CUST_001439,84430.37,72,24219.14,204,13,113,145,17,0.163,0.328
CUST_001440,100149.01,220,11495.69,363,1,43,197,58,0.403,0.354
CUST_001441,95226.82,23,20772.16,215,8,93,63,52,0.905,0.25
CUST_001442,136139.0,68,24381.71,245,5,44,155,63,0.224,0.014
CUST_001443,67962.75,142,21862.13,238,20,96,107,29,0.684,0.193
CUST_001444,24154.3,191,5833.31,292,17,35,120,17,0.142,0.354
CUST_001445,79203.96,117,399.19,7,9,39,185,4,0.354,0.286
CUST_001446,37950.96,106,12403.63,77,13,50,89,68,0.321,0.348
CUST_001447,41355.82,93,13377.75,323,13,116,55,7,0.937,0.27
CUST_001448,90260.46,65,5191.01,276,5,29,19,8,0.428,0.018
CUST_001449,142457.38,68,7259.92,201,14,25,76,31,0.69,0.387
CUST_001450,60772.34,128,19175.8,213,11,84,161,13,0.602,0.367
CUST_001451,74323.55,63,11864.61,93,14,100,86,12,0.141,0.051
CUST_001452,197116.55,224,8070.38,74,7,106,137,17,0.94,0.045
CUST_001453,70864.67,225,15641.13,156,24,30,114,67,0.346,0.216
CUST_001454,369970.36,113,16388.44,152,17,119,93,21,0.045,0.303
CUST_001455,88952.41,90,19281.02,141,4,55,149,19,0.3,0.153
CUST_001456,17456.48,81,4086.39,77,10,60,132,14,0.336,0.055
CUST_001457,101451.8,103,18589.63,321,10,16,171,6,0.093,0.204
CUST_001458,78183.26,215,15065.82,181,15,80,113,76,0.62,0.135
CUST_001459,147683.53,192,1627.78,194,20,97,8,97,0.347,0.141
CUST_001460,95915.89,160,19480.65,157,12,23,42,29,0.629,0.258
CUST_001461,54343.53,116,9700.39,145,9,96,3,4,0.007,0.354
CUST_001462,25412.37,207,8393.45,53,3,3,169,0,0.982,0.223
CUST_001463,51724.34,13,11312.26,355,15,8,64,59,0.171,0.275
CUST_001464,33012.31,194,8785.14,276,12,1,97,30,0.659,0.264
CUST_001465,39880.13,124,8589.48,308,15,34,168,19,0.716,0.22
CUST_001466,90400.48,147,20240.33,82,1,37,191,82,0.172,0.124
CUST_001467,192708.34,152,3287.73,155,15,44,54,63,0.112,0.151
CUST_001468,78926.32,237,24270.88,3,11,14,145,63,0.153,0.126
CUST_001469,25922.9,88,13962.3,310,5,106,143,28,0.247,0.367
CUST_001470,81733.72,11,4736.52,270,7,41,86,9,0.168,0.331
CUST_001471,138363.84,187,3454.14,63,12,2,173,28,0.674,0.232
CUST_001472,39071.63,214,14869.44,111,20,30,163,30,0.421,0.365
CUST_001473,54512.65,15,15898.39,238,6,51,89,74,0.538,0.355
CUST_001474,60492.93,10,1515.04,143,22,40,193,86,0.047,0.371
CUST_001475,34564.11,41,6226.45,19,3,56,43,29,0.861,0.089
CUST_001476,94258.5,155,19927.46,63,10,41,4,24,0.171,0.287
CUST_001477,55013.63,188,1430.69,288,21,52,28,79,0.36,0.244
CUST_001478,80311.87,73,21406.2,80,22,118,125,57,0.072,0.294
CUST_001479,32168.9,52,16522.43,196,4,55,3,56,0.137,0.105
CUST_001480,44080.78,128,10973.7,68,13,86,98,86,0.666,0.278
CUST_001481,99276.78,28,8791.53,185,19,75,48,62,0.693,0.164
CUST_001482,46120.68,65,677.37,166,5,71,199,96,0.677,0.334
CUST_001483,200561.2,17,20665.33,204,23,52,84,36,0.552,0.318
CUST_001484,45263.43,95,3739.5,163,22,84,135,57,0.953,0.085
CUST_001485,70072.05,172,7876.64,93,18,84,121,27,0.507,0.074
CUST_001486,115014.51,138,14313.85,248,1,31,179,26,0.449,0.287
CUST_001487,22184.39,63,6300.62,67,21,80,115,69,0.248,0.22
CUST_001488,17455.91,229,12529.08,342,21,53,196,36,0.099,0.223
CUST_001489,20579.29,221,20271.7,20,16,36,148,5,0.548,0.301
CUST_001490,144901.41,210,11869.34,318,16,87,154,88,0.315,0.342
CUST_001491,40688.44,175,23734.64,84,16,7,165,76,0.524,0.096
CUST_001492,358878.62,38,21218.02,23,22,81,132,61,0.206,0.222
CUST_001493,40337.09,231,8459.37,110,19,10,84,96,0.838,0.332
CUST_001494,68130.88,241,10119.06,350,16,53,60,32,1.0,0.349
CUST_001495,176217.97,70,10698.5,82,1,59,135,88,0.322,0.115
CUST_001496,243839.38,104,15729.25,357,20,9,85,77,0.842,0.042
CUST_001497,253483.12,204,7312.53,77,20,89,17,39,0.873,0.093
CUST_001498,139505.09,53,24237.38,139,10,110,131,40,0.996,0.378
CUST_001499,122619.8,206,15295.37,270,2,69,3,41,0.343,0.185
CUST_001500,90650.69,172,10105.16,338,14,114,164,8,0.756,0.167
CUST_001501,103244.24,119,16196.24,168,8,80,126,17,0.229,0.005
CUST_001502,40707.6,74,10006.04,196,6,86,142,14,0.625,0.02
CUST_001503,33767.73,54,20481.33,261,3,41,165,3,0.705,0.267
CUST_001504,59732.88,20,14282.46,214,16,36,154,33,0.741,0.236
CUST_001505,53149.86,79,1240.87,66,17,91,47,61,0.207,0.23
CUST_001506,43596.86,31,4583.57,228,12,79,45,37,0.849,0.044
CUST_001507,97486.7,135,21651.85,160,19,75,45,80,0.421,0.141
CUST_001508,116857.86,58,14159.92,121,24,57,47,70,0.216,0.325
CUST_001509,63696.5,105,23768.52,148,20,84,186,95,0.543,0.07
CUST_001510,168429.25,10,1996.07,339,3,58,119,22,0.863,0.353
CUST_001511,26925.19,10,7522.46,192,13,23,131,19,0.967,0.049
CUST_001512,52283.62,240,4999.88,230,16,27,18,55,0.748,0.068
CUST_001513,36251.08,39,13935.24,110,11,36,184,52,0.006,0.191
CUST_001514,16210.66,156,9693.26,144,20,20,18,1,0.135,0.378
CUST_001515,56507.21,158,4100.38,220,16,32,41,20,0.076,0.132
CUST_001516,54982.86,37,16140.25,63,20,1,91,75,0.101,0.263
CUST_001517,172717.89,119,13500.2,125,2,100,4,41,0.383,0.235
CUST_001518,93112.92,67,7013.46,217,4,118,47,56,0.338,0.06
CUST_001519,29233.46,242,12098.33,283,4,82,152,48,0.114,0.099
CUST_001520,219227.39,43,18694.31,353,17,27,194,90,0.882,0.372
CUST_001521,140747.61,207,5290.74,235,1,14,25,9,0.615,0.074
CUST_001522,89991.31,213,7464.06,12,1,0,73,71,0.796,0.278
CUST_001523,51095.98,52,8783.55,152,5,106,189,60,0.372,0.386
CUST_001524,30588.9,101,18718.82,238,22,27,108,20,0.41,0.048
CUST_001525,46140.91,56,21203.68,189,12,49,134,59,0.318,0.16
CUST_001526,128299.68,76,9534.43,150,6,34,171,85,0.438,0.09
CUST_001527,223957.24,68,7556.2,85,6,95,86,12,0.61,0.089
CUST_001528,176357.85,239,22258.28,20,17,27,154,47,0.493,0.048
CUST_001529,42523.21,137,24984.25,181,22,8,169,39,0.838,0.26
CUST_001530,27344.42,231,16824.77,318,13,23,72,62,0.9,0.299
CUST_001531,66079.93,106,24751.52,157,8,62,55,75,0.47,0.271
CUST_001532,17362.92,125,16567.16,75,24,3,130,80,0.24,0.37
CUST_001533,75073.09,92,18389.81,328,12,55,125,8,0.945,0.058
CUST_001534,53996.7,23,9838.67,202,15,108,140,56,0.735,0.128
CUST_001535,43207.72,191,10937.6,228,19,40,197,50,0.64,0.138
CUST_001536,19608.29,109,3774.56,151,21,66,58,39,0.745,0.093
CUST_001537,85778.19,61,20604.2,262,20,47,37,75,0.076,0.057
CUST_001538,41237.75,168,23290.26,71,17,85,84,72,0.068,0.195
CUST_001539,26398.39,44,15661.27,224,9,103,82,63,0.153,0.334
CUST_001540,8017.78,214,8722.45,130,21,57,195,93,0.147,0.382
CUST_001541,58731.97,152,4019.6,359,18,38,85,69,0.421,0.052
CUST_001542,207021.12,179,6775.87,27,2,118,196,63,0.157,0.329
CUST_001543,191545.65,186,6534.18,298,11,112,0,24,0.855,0.33
CUST_001544,43478.97,218,15415.49,96,23,24,177,27,0.578,0.156
CUST_001545,39279.25,222,23636.93,45,20,59,136,9,0.368,0.044
CUST_001546,83128.42,161,1397.14,0,17,111,127,27,0.07,0.396
CUST_001547,29766.24,16,225.35,165,21,116,52,92,0.591,0.262
CUST_001548,73958.12,22,15084.51,244,18,85,87,35,0.117,0.393
CUST_001549,102360.5,241,7244.7,218,15,113,137,10,0.743,0.193
CUST_001550,141330.06,57,22037.6,101,7,111,83,20,0.803,0.158
CUST_001551,55820.26,62,8315.81,290,16,46,76,25,0.544,0.099
CUST_001552,51918.39,242,7385.49,203,1,97,28,17,0.15,0.393
CUST_001553,32383.76,107,6883.86,201,18,60,35,67,0.787,0.101
CUST_001554,33563.14,210,3792.35,53,22,83,26,40,0.308,0.01
CUST_001555,51096.17,71,14621.96,279,8,99,145,14,0.223,0.205
CUST_001556,77432.03,242,4371.7,277,7,100,17,22,0.471,0.151
CUST_001557,113494.45,90,10730.85,15,2,102,117,40,0.923,0.105
CUST_001558,34124.63,72,11632.11,12,12,26,136,5,0.297,0.254
CUST_001559,170225.96,70,708.2,355,16,110,66,70,0.906,0.146
CUST_001560,49524.04,30,616.82,355,9,112,134,59,0.054,0.161
CUST_001561,58985.26,103,13101.27,317,20,95,57,78,0.084,0.009
CUST_001562,35488.07,151,17461.66,86,11,41,29,51,0.699,0.236
CUST_001563,10971.23,32,23565.13,77,15,51,72,8,0.191,0.049
CUST_001564,111171.77,86,4642.16,66,3,92,122,29,0.317,0.086
CUST_001565,100286.94,234,2760.82,346,23,104,188,43,0.136,0.287
CUST_001566,49171.56,235,1491.78,210,21,47,81,61,0.332,0.125
CUST_001567,62748.72,57,11013.83,213,13,31,16,42,0.28,0.065
CUST_001568,85918.76,109,15654.05,184,21,23,180,27,0.736,0.231
CUST_001569,20054.68,9,21045.72,32,13,2,133,93,0.702,0.086
CUST_001570,41343.2,31,17129.59,114,2,117,38,7,0.955,0.108
CUST_001571,104400.03,71,5367.35,274,6,26,152,98,0.724,0.249
CUST_001572,24884.43,137,11651.91,197,6,72,169,50,0.695,0.296
CUST_001573,73533.07,13,22776.59,142,12,39,169,98,0.694,0.296
CUST_001574,23164.88,186,8303.18,227,4,22,58,89,0.883,0.193
CUST_001575,82992.12,131,12568.51,119,5,6,101,29,0.296,0.182
CUST_001576,58398.82,35,23972.42,352,23,80,37,98,0.3,0.315
CUST_001577,19329.89,225,18420.76,23,8,36,158,10,0.741,0.077
CUST_001578,135309.16,21,18743.96,26,6,6,156,19,0.229,0.061
CUST_001579,35802.96,64,6457.88,74,21,93,103,30,0.912,0.266
CUST_001580,33956.08,95,10484.51,240,3,76,8,33,0.535,0.164
CUST_001581,68899.1,180,2242.09,22,23,81,0,11,0.3,0.284
CUST_001582,133792.6,34,15241.84,160,8,94,101,47,0.776,0.103
CUST_001583,29405.14,224,2772.51,40,19,21,86,27,0.312,0.13
CUST_001584,62515.88,121,20930.56,237,21,77,122,66,0.963,0.359
CUST_001585,80835.5,163,20400.93,238,11,81,199,62,0.983,0.169
CUST_001586,97263.0,15,13433.41,55,18,98,46,47,0.667,0.236
CUST_001587,67745.21,120,3700.92,97,10,16,75,41,0.114,0.043
CUST_001588,46308.49,96,834.36,145,20,18,9,51,0.263,0.072
CUST_001589,33546.47,6,19958.37,261,12,94,143,4,0.515,0.014
CUST_001590,63595.67,109,15083.48,39,20,38,174,76,0.851,0.17
CUST_001591,28268.48,213,17831.05,192,8,116,42,11,0.185,0.396
CUST_001592,7746.95,97,7734.42,238,19,35,151,58,0.104,0.35
CUST_001593,81274.85,32,12835.17,41,21,14,135,64,0.074,0.253
CUST_001594,112730.4,180,18729.92,221,16,62,74,51,0.507,0.344
CUST_001595,11452.32,83,11671.57,195,21,28,104,42,0.885,0.238
CUST_001596,29530.78,225,15114.33,287,18,59,25,82,0.042,0.148
CUST_001597,92356.19,156,19785.26,9,9,55,6,92,0.212,0.069
CUST_001598,252772.92,223,5537.47,234,4,39,78,62,0.693,0.261
CUST_001599,60752.02,213,1835.04,324,9,15,14,49,0.826,0.077
CUST_001600,35968.47,118,13389.22,264,2,32,175,38,0.807,0.167
CUST_001601,52679.02,226,1740.72,68,9,88,130,41,0.785,0.33
CUST_001602,156750.95,192,19210.62,138,9,15,143,88,0.13,0.052
CUST_001603,38094.5,79,18036.44,354,18,29,88,79,0.397,0.052
CUST_001604,34220.0,78,22066.47,218,11,97,96,16,0.985,0.09
CUST_001605,42705.35,147,16061.14,195,13,65,141,91,0.989,0.221
CUST_001606,30720.02,107,1866.5,73,6,103,2,42,0.602,0.101
CUST_001607,65242.69,126,6478.17,102,9,43,72,48,0.709,0.201
CUST_001608,186703.1,15,20236.71,224,16,106,197,4,0.951,0.121
CUST_001609,75068.44,134,4344.88,122,4,37,30,0,0.45,0.202
CUST_001610,50179.03,244,17522.32,101,2,50,118,66,0.137,0.111
CUST_001611,48812.03,73,19550.43,263,7,59,74,23,0.669,0.392
CUST_001612,20045.63,101,8386.77,160,15,17,16,28,0.96,0.197
CUST_001613,111098.99,212,8192.98,232,6,4,176,14,0.697,0.297
CUST_001614,56699.12,98,14033.51,274,11,110,2,3,0.803,0.28
CUST_001615,52768.2,166,21559.9,257,20,39,122,43,0.423,0.196
CUST_001616,559710.69,26,5752.87,310,17,5,54,64,0.096,0.096
CUST_001617,73800.96,210,23543.2,138,4,75,110,78,0.169,0.204
CUST_001618,35374.49,92,15058.14,226,19,114,199,87,0.983,0.272
CUST_001619,44424.65,125,24804.74,272,7,11,99,30,0.493,0.184
CUST_001620,133774.66,247,2422.42,316,11,11,39,19,0.012,0.033
CUST_001621,64814.8,179,3338.74,85,13,72,121,9,0.955,0.007
CUST_001622,21877.31,73,20700.72,290,21,119,193,10,0.498,0.131
CUST_001623,113943.76,224,21645.95,216,3,105,39,81,0.836,0.06
CUST_001624,37507.61,123,11247.38,358,14,21,29,97,0.548,0.362
CUST_001625,222194.51,53,17908.97,65,2,48,24,27,0.102,0.07
CUST_001626,127520.66,184,21715.42,256,18,49,6,37,0.616,0.158
CUST_001627,43777.47,187,1269.57,134,5,79,91,79,0.997,0.285
CUST_001628,146783.13,198,14433.97,54,13,3,104,23,0.035,0.326
CUST_001629,62786.72,78,21366.32,355,13,49,177,38,0.842,0.191
CUST_001630,108764.64,92,10074.24,242,24,2,122,50,0.235,0.072
CUST_001631,84062.26,186,7699.11,251,24,15,80,75,0.394,0.108
CUST_001632,33108.67,88,19933.53,20,14,13,95,49,0.373,0.168
CUST_001633,38158.93,13,8527.51,306,12,63,0,6,0.899,0.146
CUST_001634,123127.12,43,278.72,162,21,119,90,99,0.504,0.139
CUST_001635,47365.87,76,23997.4,355,13,40,171,80,0.447,0.053
CUST_001636,45136.48,51,14884.66,263,18,101,176,67,0.818,0.365
CUST_001637,30681.47,19,20524.04,67,13,67,6,52,0.049,0.012
CUST_001638,80540.81,149,20667.48,106,4,58,119,36,0.086,0.176
CUST_001639,253664.41,219,1846.98,66,23,1,130,96,0.022,0.392
CUST_001640,28359.77,122,4437.33,198,22,118,93,82,0.688,0.264
CUST_001641,60897.88,211,7915.79,191,10,9,128,53,0.526,0.142
CUST_001642,160902.58,24,8153.34,1,23,74,178,89,0.876,0.058
CUST_001643,56627.56,26,16537.9,256,5,102,97,54,0.499,0.386
CUST_001644,82179.43,173,15653.7,0,18,89,165,74,0.222,0.006
CUST_001645,28461.98,156,12465.83,357,8,100,42,30,0.805,0.273
CUST_001646,80806.68,238,5439.34,114,14,25,182,64,0.294,0.352
CUST_001647,52522.61,120,9673.19,87,2,3,184,99,0.936,0.01
CUST_001648,119373.32,82,13681.13,196,8,89,52,92,0.25,0.29
CUST_001649,137471.27,236,11806.04,91,16,101,160,88,0.168,0.4
CUST_001650,366844.95,100,3356.85,273,7,27,189,58,0.493,0.256
CUST_001651,89836.19,234,16307.86,343,3,1,101,46,0.051,0.166
CUST_001652,75211.35,157,2011.68,159,4,65,138,48,0.036,0.35
CUST_001653,68601.45,17,9579.23,172,7,15,199,17,0.496,0.222
CUST_001654,46760.01,68,17808.73,32,4,56,179,2,0.215,0.3
CUST_001655,75882.3,44,696.58,72,9,22,0,17,0.009,0.235
CUST_001656,48689.52,237,14335.57,195,23,22,13,57,0.296,0.015
CUST_001657,67367.82,61,8496.12,283,17,76,121,70,0.477,0.085
CUST_001658,150590.31,123,419.03,86,17,20,20,91,0.394,0.032
CUST_001659,29596.76,93,4921.51,308,20,102,33,80,0.135,0.043
CUST_001660,132974.81,196,23535.47,223,14,24,104,24,0.58,0.006
CUST_001661,150539.46,74,13124.49,43,14,57,13,17,0.71,0.168
CUST_001662,55124.64,153,24931.23,335,13,36,167,51,0.676,0.071
CUST_001663,13557.59,223,13215.46,137,4,48,121,42,0.394,0.342
