Transaction_ID,Amount,Time_Gap_Minutes,Customer_Age,Transactions_Per_Day,Channel,Merchant_Category,Location
T001986,1118.76,12.27,21,2,Mobile,Grocery,Mumbai
T001987,2335.96,27.22,28,1,Mobile,Grocery,Bengaluru
T001988,1519.91,14.42,54,4,Mobile,Food,Hyderabad
T001989,1673.53,17.64,44,2,Mobile,Retail,Mumbai
T001990,591.88,19.53,38,5,POS,Retail,Pune
T001991,1713.19,18.19,42,5,Mobile,Retail,Pune
T001992,866.14,17.08,36,4,POS,Grocery,Hyderabad
T001993,1338.04,18.46,21,4,POS,Bills,Hyderabad
T001994,1333.93,13.3,18,2,Mobile,Retail,Mumbai
T001995,1509.33,23.42,40,6,POS,Retail,Bengaluru
T001996,1228.61,30.3,52,1,Web,Retail,Bengaluru
T001997,1506.66,23.03,33,7,POS,Food,Pune
T001998,1370.05,14.55,40,6,Mobile,Grocery,Pune
T001999,1866.63,25.05,54,4,POS,Bills,Pune
T002000,2173.23,15.23,34,4,POS,Retail,Bengaluru
T002001,1877.34,19.57,28,2,Web,Grocery,Pune
T002002,1249.52,24.79,57,7,Web,Grocery,Pune
T002003,1811.49,32.66,44,5,Web,Retail,Pune
T002004,1361.02,27.72,25,7,Mobile,Bills,Hyderabad
T002005,1750.16,16.12,53,5,POS,Food,Bengaluru
T002006,1993.74,18.45,38,5,Mobile,Food,Pune
T002007,1479.86,17.13,35,6,Web,Food,Mumbai
T002008,1172.89,20.39,24,5,Web,Food,Hyderabad
T002009,1825.12,21.12,32,1,POS,Bills,Bengaluru
T002010,1713.23,18.34,49,5,Web,Retail,Mumbai
T002011,1530.55,14.81,45,3,Web,Bills,Hyderabad
T002012,1361.73,21.55,21,7,Web,Grocery,Mumbai
T002013,1369.63,28.84,54,2,Web,Grocery,Bengaluru
T002014,2168.25,14.81,34,4,Mobile,Bills,Pune
T002015,1293.53,21.66,50,4,Mobile,Food,Mumbai
T002016,2074.95,15.2,32,3,Mobile,Retail,Hyderabad
T002017,1059.33,14.97,20,4,POS,Bills,Bengaluru
T002018,2090.33,16.55,36,4,Web,Retail,Hyderabad
T002019,1433.57,15.57,46,5,Web,Grocery,Pune
T002020,1162.54,21.51,44,5,POS,Bills,Bengaluru
T002021,1618.24,21.79,40,5,Mobile,Bills,Mumbai
T002022,1750.33,18.03,31,7,Mobile,Bills,Mumbai
T002023,1718.23,29.03,41,7,Mobile,Retail,Pune
T002024,1535.9,27.78,48,2,Mobile,Food,Pune
T002025,1374.11,17.44,37,7,Mobile,Retail,Hyderabad
T002026,1205.91,18.01,39,2,Web,Retail,Pune
T002027,1341.12,24.58,27,4,Web,Retail,Mumbai
T002028,1590.16,14.76,38,4,POS,Bills,Pune
T002029,1801.96,15.85,19,7,Mobile,Bills,Bengaluru
T002030,1540.07,19.46,23,1,POS,Grocery,Hyderabad
T002031,1257.51,17.82,25,7,Mobile,Bills,Mumbai
T002032,2001.96,11.3,23,3,Mobile,Retail,Pune
T002033,1632.61,19.17,42,4,Web,Retail,Bengaluru
T002034,1772.23,16.34,20,1,Mobile,Food,Mumbai
T002035,2010.19,20.65,30,3,POS,Food,Bengaluru
T002036,1653.01,18.39,18,3,Mobile,Retail,Bengaluru
T002037,1925.76,14.94,33,7,POS,Bills,Bengaluru
T002038,2229.74,20.63,19,7,Mobile,Retail,Mumbai
T002039,755.61,20.16,18,4,Mobile,Retail,Mumbai
T002040,950.35,21.31,20,6,Web,Food,Bengaluru
T002041,977.76,26.48,49,3,Mobile,Retail,Mumbai
T002042,1426.05,15.89,20,1,Mobile,Retail,Bengaluru
T002043,1627.2,31.05,27,4,Web,Retail,Mumbai
T002044,1406.28,26.61,43,3,Web,Food,Mumbai
T002045,1628.35,26.83,26,3,POS,Food,Bengaluru
T002046,1358.7,24.15,35,5,Mobile,Retail,Bengaluru
T002047,1463.0,22.53,29,4,Mobile,Food,Pune
T002048,2146.75,25.95,41,2,POS,Bills,Bengaluru
T002049,1464.06,16.29,26,6,Mobile,Grocery,Mumbai
T002050,1622.68,25.25,36,5,Mobile,Food,Hyderabad
T002051,1783.24,26.16,38,2,Mobile,Grocery,Mumbai
T002052,1274.84,24.82,51,4,POS,Retail,Hyderabad
T002053,1708.59,21.56,27,3,Mobile,Food,Bengaluru
T002054,1370.15,23.5,38,6,Mobile,Retail,Pune
T002055,958.52,20.51,54,3,Web,Bills,Mumbai
T002056,984.68,23.67,27,2,Mobile,Retail,Mumbai
T002057,1927.5,16.46,27,5,Mobile,Retail,Hyderabad
T002058,1664.5,20.52,35,2,Mobile,Grocery,Bengaluru
T002059,1430.14,20.31,25,1,Web,Food,Hyderabad
T002060,1767.15,19.31,56,6,Web,Grocery,Pune
T002061,1121.29,18.31,50,7,Mobile,Bills,Mumbai
T002062,1902.32,12.13,33,6,Web,Grocery,Mumbai
T002063,1021.73,13.03,58,2,Mobile,Bills,Bengaluru
T002064,1606.33,7.75,18,7,Mobile,Food,Mumbai
T002065,730.87,26.34,20,3,POS,Retail,Hyderabad
T002066,1782.73,19.81,25,1,Mobile,Grocery,Pune
T002067,1578.74,21.6,48,7,Mobile,Retail,Bengaluru
T002068,1342.45,5.49,43,1,Mobile,Food,Mumbai
T002069,1455.3,13.65,18,6,Mobile,Grocery,Bengaluru
T002070,753.3,9.01,57,1,POS,Grocery,Pune
T002071,1278.88,17.37,42,5,Mobile,Bills,Mumbai
T002072,1699.93,31.5,19,4,Mobile,Bills,Pune
T002073,1893.2,23.38,56,5,Mobile,Bills,Hyderabad
T002074,918.75,24.29,21,7,Mobile,Grocery,Pune
T002075,1040.71,23.38,52,7,Web,Grocery,Pune
T002076,1707.1,25.81,39,6,Mobile,Grocery,Hyderabad
T002077,1654.0,25.89,40,3,Mobile,Retail,Pune
T002078,1660.69,13.29,23,1,Mobile,Food,Bengaluru
T002079,1420.52,24.6,49,2,Mobile,Bills,Mumbai
T002080,1487.2,29.52,36,4,Mobile,Bills,Bengaluru
T002081,885.82,25.05,55,7,POS,Retail,Pune
T002082,1217.21,10.99,22,5,Mobile,Food,Mumbai
T002083,1264.0,8.91,22,3,Mobile,Food,Hyderabad
T002084,1449.13,18.62,36,7,POS,Grocery,Hyderabad
T002085,1536.08,20.12,35,6,POS,Retail,Bengaluru
T002086,2011.36,20.01,48,5,Web,Grocery,Bengaluru
T002087,1944.36,13.77,50,3,Web,Grocery,Pune
T002088,1694.98,14.54,50,3,Mobile,Food,Mumbai
T002089,988.89,20.94,36,6,Web,Grocery,Pune
T002090,2033.03,19.0,58,4,Web,Retail,Hyderabad
T002091,1123.52,21.68,41,1,Mobile,Grocery,Bengaluru
T002092,924.88,13.47,33,1,Web,Food,Pune
T002093,1580.8,29.08,33,7,Mobile,Food,Hyderabad
T002094,127.16,21.42,41,1,Mobile,Grocery,Pune
T002095,1626.34,23.76,18,2,POS,Grocery,Hyderabad
T002096,1291.6,21.91,29,7,Web,Grocery,Bengaluru
T002097,1593.85,11.6,34,3,Web,Retail,Mumbai
T002098,1024.71,20.89,36,3,Web,Retail,Bengaluru
T002099,921.48,22.35,29,2,Mobile,Bills,Bengaluru
T002100,1658.7,23.72,35,5,Mobile,Grocery,Hyderabad
T002101,1565.9,22.48,55,1,Mobile,Bills,Hyderabad
T002102,1902.07,20.28,41,7,Mobile,Bills,Hyderabad
T002103,943.89,22.0,32,4,Mobile,Food,Mumbai
T002104,1732.42,17.45,21,7,Mobile,Retail,Pune
T002105,1589.55,14.25,29,5,Web,Food,Pune
T002106,1603.32,21.97,39,4,POS,Bills,Bengaluru
T002107,1352.25,17.3,32,6,Mobile,Retail,Hyderabad
T002108,1682.88,16.73,48,6,Web,Retail,Mumbai
T002109,897.99,25.39,24,4,Web,Retail,Hyderabad
T002110,1281.74,16.99,48,2,Web,Food,Pune
T002111,1022.35,10.23,25,7,Web,Retail,Mumbai
T002112,1457.78,19.86,37,3,Mobile,Retail,Mumbai
T002113,1707.1,22.85,37,6,Mobile,Food,Pune
T002114,1694.51,30.27,56,4,Mobile,Retail,Mumbai
T002115,1540.46,19.85,55,5,Mobile,Food,Pune
T002116,1006.37,16.13,56,3,Mobile,Grocery,Pune
T002117,1486.55,21.25,21,1,Mobile,Retail,Mumbai
T002118,1111.69,28.56,48,5,Web,Retail,Bengaluru
T002119,1320.39,17.41,58,5,Mobile,Bills,Mumbai
T002120,1589.59,14.4,57,7,POS,Bills,Pune
T002121,1612.05,23.77,49,6,Mobile,Grocery,Hyderabad
T002122,2064.5,24.73,41,7,POS,Bills,Pune
T002123,1355.96,16.43,37,7,Mobile,Food,Bengaluru
T002124,1986.74,21.98,44,6,Web,Food,Hyderabad
T002125,2105.31,15.55,20,4,Web,Food,Mumbai
T002126,1690.36,18.54,55,6,Web,Retail,Hyderabad
T002127,810.15,19.72,49,7,Mobile,Retail,Hyderabad
T002128,1555.73,15.55,43,5,Mobile,Bills,Hyderabad
T002129,1875.86,18.14,20,3,Mobile,Bills,Mumbai
T002130,1719.92,21.79,59,7,Mobile,Food,Mumbai
T002131,1301.39,29.01,50,3,Mobile,Food,Pune
T002132,1911.31,17.96,57,3,Web,Grocery,Pune
T002133,1188.55,15.2,27,1,Web,Food,Hyderabad
T002134,1981.91,23.81,43,1,POS,Retail,Pune
T002135,1125.27,16.08,26,6,POS,Grocery,Hyderabad
T002136,1475.03,28.6,49,5,Mobile,Retail,Pune
T002137,1373.62,18.14,42,5,Mobile,Grocery,Hyderabad
T002138,1633.31,20.27,21,5,Mobile,Grocery,Bengaluru
T002139,1300.68,21.26,57,2,Mobile,Grocery,Bengaluru
T002140,1369.99,11.12,48,2,Mobile,Retail,Hyderabad
T002141,1506.26,18.88,51,3,Web,Retail,Pune
T002142,1963.2,7.86,39,4,Mobile,Retail,Hyderabad
T002143,1479.52,13.82,48,5,Web,Retail,Mumbai
T002144,1843.84,18.38,19,4,Web,Bills,Mumbai
T002145,1346.33,18.36,32,7,POS,Food,Bengaluru
T002146,1863.48,18.11,39,3,Web,Bills,Pune
T002147,2040.69,23.02,55,4,POS,Food,Pune
T002148,1131.39,21.74,37,2,Mobile,Retail,Hyderabad
T002149,1601.44,17.75,50,2,Mobile,Retail,Mumbai
T002150,1442.44,28.43,44,3,Web,Bills,Mumbai
T002151,1873.8,13.02,32,7,Mobile,Food,Hyderabad
T002152,1203.04,20.26,29,1,Web,Grocery,Pune
T002153,2108.82,20.27,43,2,Mobile,Food,Mumbai
T002154,1321.32,13.38,40,7,Mobile,Retail,Mumbai
T002155,952.53,19.06,38,3,Mobile,Retail,Pune
T002156,1521.41,17.73,50,2,Mobile,Food,Mumbai
T002157,1179.98,20.18,24,6,Mobile,Retail,Bengaluru
T002158,1658.61,22.15,52,7,Web,Bills,Hyderabad
T002159,1921.43,26.06,46,2,Mobile,Grocery,Pune
T002160,1068.6,29.27,49,4,Mobile,Retail,Pune
T002161,1197.36,14.53,51,3,Web,Retail,Bengaluru
T002162,1346.4,14.3,46,2,Mobile,Food,Hyderabad
T002163,1056.58,22.46,43,6,POS,Bills,Bengaluru
T002164,1597.34,11.87,32,1,Mobile,Food,Bengaluru
T002165,764.09,16.63,23,5,Mobile,Grocery,Mumbai
T002166,1464.11,22.7,18,5,Mobile,Retail,Pune
T002167,2119.22,10.21,57,1,Web,Grocery,Mumbai
T002168,1655.61,22.17,41,5,Mobile,Food,Bengaluru
T002169,944.07,23.61,40,7,Mobile,Grocery,Hyderabad
T002170,1489.17,20.6,23,3,Mobile,Bills,Bengaluru
T002171,1258.28,15.26,58,7,Mobile,Food,Mumbai
T002172,1478.24,18.81,40,4,Mobile,Food,Hyderabad
T002173,907.05,16.5,20,4,POS,Food,Bengaluru
T002174,1284.77,15.87,27,1,Web,Grocery,Pune
T002175,1441.56,14.18,18,7,POS,Food,Pune
T002176,960.48,20.47,24,4,Mobile,Retail,Bengaluru
T002177,1771.75,10.48,24,3,Mobile,Grocery,Bengaluru
T002178,2033.26,16.69,38,3,POS,Retail,Mumbai
T002179,1531.64,16.51,50,2,POS,Retail,Bengaluru
T002180,1807.7,20.58,34,7,Mobile,Bills,Pune
T002181,1889.93,20.02,32,4,POS,Grocery,Mumbai
T002182,1374.53,19.01,19,6,Web,Retail,Hyderabad
T002183,1054.51,20.34,55,4,Mobile,Bills,Mumbai
T002184,1403.61,24.89,27,5,POS,Retail,Mumbai
T002185,1595.38,25.15,59,1,Web,Bills,Mumbai
T002186,1770.48,10.93,26,2,Mobile,Grocery,Mumbai
T002187,1725.59,17.56,48,3,Mobile,Food,Bengaluru
T002188,1883.62,26.82,22,6,POS,Food,Bengaluru
T002189,993.86,28.22,41,4,Mobile,Bills,Pune
T002190,1849.32,20.85,48,4,Mobile,Bills,Pune
T002191,1661.0,28.63,59,5,POS,Grocery,Bengaluru
T002192,1719.66,25.13,32,4,Mobile,Grocery,Mumbai
T002193,1619.33,18.74,30,4,Mobile,Bills,Hyderabad
T002194,1306.07,10.74,24,2,Mobile,Grocery,Mumbai
T002195,1916.43,32.29,32,5,Mobile,Bills,Hyderabad
T002196,1352.64,12.51,20,6,Web,Retail,Hyderabad
T002197,1779.67,20.03,31,4,Web,Bills,Mumbai
T002198,1643.57,14.76,21,3,Mobile,Retail,Mumbai
T002199,1904.29,19.07,32,6,Mobile,Food,Hyderabad
T002200,1375.74,16.42,52,2,Mobile,Food,Mumbai
T002201,2438.73,16.7,33,2,Web,Bills,Mumbai
T002202,1288.93,16.5,39,3,POS,Food,Pune
T002203,1592.39,13.58,20,4,Mobile,Bills,Hyderabad
T002204,1889.36,16.23,56,6,Mobile,Bills,Hyderabad
T002205,1864.77,21.17,56,6,Web,Retail,Mumbai
T002206,944.24,17.81,51,7,Mobile,Food,Hyderabad
T002207,1131.96,10.74,26,7,Mobile,Retail,Pune
T002208,1982.28,15.91,50,4,Mobile,Bills,Hyderabad
T002209,2160.67,15.17,32,1,Web,Food,Pune
T002210,1775.71,20.17,57,3,Mobile,Food,Mumbai
T002211,2004.74,15.47,56,3,POS,Grocery,Mumbai
T002212,1271.19,24.58,53,1,Mobile,Food,Bengaluru
T002213,1896.52,30.3,45,5,Mobile,Bills,Hyderabad
T002214,1399.76,17.49,51,2,Web,Food,Pune
T002215,1486.74,20.37,36,2,Mobile,Retail,Mumbai
T002216,1570.01,19.66,23,1,Mobile,Food,Mumbai
T002217,1403.28,21.15,19,1,Mobile,Bills,Pune
T002218,1447.02,17.71,19,4,Mobile,Retail,Hyderabad
T002219,1810.73,26.99,55,3,POS,Grocery,Hyderabad
T002220,1267.03,18.74,18,2,Mobile,Grocery,Mumbai
T002221,1699.27,20.26,52,7,Web,Food,Bengaluru
T002222,1530.58,16.35,34,6,Mobile,Food,Bengaluru
T002223,2115.32,22.8,40,5,Web,Food,Pune
T002224,1020.69,28.82,48,1,POS,Food,Bengaluru
T002225,1221.23,12.63,44,7,Mobile,Food,Pune
T002226,1361.4,14.72,41,7,POS,Bills,Hyderabad
T002227,1215.82,19.36,44,2,Mobile,Food,Pune
T002228,1979.05,24.8,57,7,Mobile,Grocery,Hyderabad
T002229,1559.12,26.94,48,2,Web,Grocery,Mumbai
T002230,628.09,26.08,41,1,Mobile,Bills,Mumbai
T002231,1335.41,27.49,30,5,Mobile,Food,Mumbai
T002232,1506.4,13.15,46,6,Mobile,Retail,Pune
T002233,1352.45,25.23,23,1,POS,Bills,Bengaluru
T002234,743.52,20.57,54,1,Mobile,Grocery,Pune
T002235,1945.35,21.09,43,7,POS,Bills,Mumbai
T002236,1426.39,21.02,30,4,Web,Grocery,Hyderabad
T002237,1485.93,17.49,58,3,POS,Retail,Hyderabad
T002238,1134.83,23.92,27,2,POS,Grocery,Pune
T002239,977.83,16.25,20,2,Mobile,Retail,Pune
T002240,1469.54,17.08,19,6,Mobile,Food,Mumbai
T002241,1869.21,24.72,56,6,Web,Bills,Hyderabad
T002242,1520.88,11.13,25,7,Mobile,Retail,Mumbai
T002243,1259.69,15.77,45,7,Mobile,Bills,Bengaluru
T002244,1705.59,16.27,36,3,Web,Grocery,Pune
T002245,1683.4,20.46,36,3,Web,Bills,Mumbai
T002246,1437.93,20.97,41,1,Mobile,Retail,Mumbai
T002247,1131.61,21.49,46,6,Web,Grocery,Hyderabad
T002248,1031.81,23.06,31,5,POS,Bills,Hyderabad
T002249,938.09,16.32,39,2,Mobile,Bills,Bengaluru
T002250,1119.24,16.58,33,2,Mobile,Grocery,Hyderabad
T002251,1565.39,12.65,21,4,Mobile,Grocery,Bengaluru
T002252,1898.45,24.11,38,4,Mobile,Food,Pune
T002253,1138.57,19.08,35,1,Mobile,Retail,Hyderabad
T002254,1427.04,22.92,59,3,Web,Retail,Hyderabad
T002255,1856.95,22.33,25,7,Web,Retail,Pune
T002256,1126.81,15.9,26,6,Mobile,Grocery,Pune
T002257,873.73,22.4,33,4,Mobile,Food,Mumbai
T002258,1712.15,18.03,34,7,Mobile,Food,Pune
T002259,1747.51,16.73,28,2,Mobile,Grocery,Hyderabad
T002260,1045.8,12.69,21,5,Web,Bills,Mumbai
T002261,1848.55,31.84,19,7,Web,Grocery,Pune
T002262,1740.07,17.0,40,2,POS,Retail,Hyderabad
T002263,1631.18,9.7,59,2,Mobile,Bills,Hyderabad
T002264,1810.76,12.09,59,3,Web,Food,Mumbai
T002265,1071.79,11.41,50,4,Mobile,Retail,Hyderabad
T002266,1118.98,34.01,56,1,Mobile,Retail,Bengaluru
T002267,1076.41,27.14,18,2,Web,Food,Bengaluru
T002268,1623.98,21.2,50,4,Mobile,Food,Pune
T002269,1471.58,24.18,22,2,Mobile,Grocery,Bengaluru
T002270,1847.72,15.37,21,3,POS,Grocery,Mumbai
T002271,1916.08,16.67,32,6,Mobile,Food,Pune
T002272,1443.07,21.69,38,5,Mobile,Grocery,Hyderabad
T002273,1897.12,16.64,47,6,Mobile,Retail,Mumbai
T002274,1616.49,21.0,23,6,Mobile,Bills,Bengaluru
T002275,1948.48,10.55,59,2,Mobile,Bills,Bengaluru
T002276,1812.27,21.09,49,5,Mobile,Retail,Mumbai
T002277,1954.95,16.43,41,1,Mobile,Bills,Pune
T002278,1460.48,18.73,28,5,POS,Grocery,Bengaluru
T002279,1527.04,7.81,42,4,Web,Food,Mumbai
T002280,1643.65,23.85,36,2,POS,Retail,Pune
T002281,1420.42,18.45,36,6,Mobile,Grocery,Bengaluru
T002282,2185.44,16.62,58,5,POS,Bills,Hyderabad
T002283,1973.67,17.73,57,5,POS,Retail,Mumbai
T002284,1512.77,11.79,21,2,Web,Food,Mumbai
T002285,1570.53,22.31,56,4,Mobile,Bills,Bengaluru
T002286,1342.35,17.97,40,6,Mobile,Retail,Mumbai
T002287,1557.95,22.14,56,4,Mobile,Bills,Bengaluru
T002288,1441.38,17.98,30,1,Mobile,Bills,Bengaluru
T002289,1369.35,10.64,22,1,Mobile,Retail,Hyderabad
T002290,1321.26,24.36,23,2,Mobile,Retail,Hyderabad
T002291,1771.33,21.62,54,7,POS,Food,Bengaluru
T002292,1222.46,18.45,45,2,Web,Food,Hyderabad
T002293,2085.37,26.9,45,2,Mobile,Grocery,Mumbai
T002294,1911.17,30.58,28,7,Mobile,Food,Bengaluru
T002295,1712.97,19.7,28,4,Mobile,Retail,Bengaluru
T002296,1516.17,23.74,40,4,Web,Retail,Pune
T002297,1676.93,19.9,41,5,Mobile,Food,Pune
T002298,1231.53,25.0,18,4,POS,Grocery,Pune
T002299,1347.73,12.61,47,7,POS,Grocery,Pune
T002300,1959.8,9.36,21,5,Mobile,Retail,Hyderabad
T002301,1318.65,17.31,55,1,Mobile,Grocery,Bengaluru
T002302,1569.36,24.8,19,3,Mobile,Bills,Pune
T002303,1385.33,23.66,38,4,Mobile,Bills,Hyderabad
T002304,1436.39,15.29,56,1,Mobile,Food,Pune
T002305,1849.75,21.19,24,6,Mobile,Bills,Pune
T002306,1449.24,19.39,38,7,Web,Bills,Pune
T002307,1660.01,23.16,27,3,Web,Grocery,Bengaluru
T002308,443.51,27.89,32,3,Mobile,Bills,Pune
T002309,1023.13,13.93,36,2,Web,Bills,Pune
T002310,1737.56,11.98,41,4,Web,Bills,Hyderabad
T002311,963.52,14.99,48,3,Mobile,Food,Hyderabad
T002312,2489.23,26.8,43,7,Mobile,Grocery,Pune
T002313,1669.02,26.23,43,2,Web,Food,Hyderabad
T002314,1483.2,25.09,34,2,POS,Food,Hyderabad
T002315,1301.27,22.56,41,5,Mobile,Bills,Mumbai
T002316,1445.31,25.51,31,2,Mobile,Retail,Mumbai
T002317,1306.83,25.36,54,7,Web,Retail,Hyderabad
T002318,1428.46,25.35,23,7,Web,Food,Bengaluru
T002319,1756.92,19.95,47,5,Mobile,Retail,Mumbai
T002320,1133.58,16.66,35,3,Mobile,Food,Hyderabad
T002321,1216.97,23.6,53,4,Mobile,Bills,Bengaluru
T002322,1750.85,15.44,31,1,Mobile,Grocery,Mumbai
T002323,1209.74,22.96,21,3,POS,Food,Pune
T002324,1363.92,23.17,48,5,Web,Retail,Pune
T002325,1022.73,26.95,30,4,Mobile,Food,Mumbai
T002326,1169.95,15.81,18,3,Mobile,Retail,Mumbai
T002327,1848.2,17.33,33,2,Mobile,Grocery,Hyderabad
T002328,1260.18,19.86,34,1,Web,Food,Bengaluru
T002329,1562.19,16.03,22,4,Mobile,Grocery,Hyderabad
T002330,1698.54,23.32,29,1,POS,Food,Hyderabad
T002331,1996.67,10.25,34,2,POS,Food,Mumbai
T002332,1198.75,14.82,56,1,POS,Grocery,Hyderabad
T002333,1600.19,15.27,30,2,Mobile,Food,Mumbai
T002334,1522.13,21.59,54,1,Mobile,Retail,Bengaluru
T002335,916.44,27.26,48,6,Mobile,Bills,Bengaluru
T002336,885.48,21.08,20,2,Mobile,Food,Hyderabad
T002337,969.96,22.74,45,4,Mobile,Grocery,Mumbai
T002338,1476.77,19.61,26,4,POS,Bills,Hyderabad
T002339,997.28,22.75,52,6,POS,Bills,Mumbai
T002340,1525.22,26.73,58,1,Web,Grocery,Mumbai
T002341,1225.81,23.57,20,4,POS,Retail,Hyderabad
T002342,1403.02,19.64,24,5,Web,Grocery,Pune
T002343,1091.91,20.51,24,5,Web,Food,Hyderabad
T002344,1401.7,17.35,50,4,Mobile,Retail,Mumbai
T002345,627.66,23.3,22,7,POS,Food,Pune
T002346,1215.65,14.07,46,5,Mobile,Retail,Pune
T002347,1462.14,18.61,57,7,Mobile,Food,Mumbai
T002348,957.26,20.79,18,3,Mobile,Bills,Pune
T002349,1492.85,23.2,23,4,Web,Bills,Hyderabad
T002350,1234.17,22.28,34,6,Mobile,Bills,Mumbai
T002351,940.44,18.06,44,1,POS,Food,Pune
T002352,1780.83,28.15,35,7,Mobile,Grocery,Bengaluru
T002353,2128.99,20.86,46,4,Mobile,Retail,Mumbai
T002354,2181.86,20.83,19,3,Web,Retail,Mumbai
T002355,1521.71,15.08,55,4,Mobile,Grocery,Hyderabad
T002356,1397.09,16.28,32,2,Web,Food,Pune
T002357,1508.77,19.6,42,7,Web,Grocery,Bengaluru
T002358,1372.86,24.15,42,4,Mobile,Food,Hyderabad
T002359,1336.68,16.32,28,1,Mobile,Grocery,Mumbai
T002360,1886.92,7.62,33,3,Web,Retail,Pune
T002361,1623.39,16.86,25,1,POS,Retail,Hyderabad
T002362,1087.37,12.92,40,3,Web,Grocery,Mumbai
T002363,995.08,20.5,39,2,Web,Food,Hyderabad
T002364,1098.89,28.21,50,5,Mobile,Retail,Bengaluru
T002365,1192.66,15.08,51,7,Mobile,Retail,Bengaluru
T002366,1278.1,18.2,30,3,Mobile,Food,Bengaluru
T002367,1398.45,19.21,20,4,POS,Food,Hyderabad
T002368,2009.39,17.06,20,3,Web,Bills,Mumbai
T002369,1541.76,21.09,55,1,Mobile,Grocery,Bengaluru
T002370,1299.83,24.08,36,3,Mobile,Food,Hyderabad
T002371,1059.48,20.25,47,3,Web,Food,Bengaluru
T002372,1213.1,19.89,18,6,Web,Grocery,Bengaluru
T002373,753.16,12.02,42,6,Mobile,Food,Bengaluru
T002374,1292.86,18.86,37,1,POS,Food,Bengaluru
T002375,1088.04,27.81,50,1,Mobile,Food,Hyderabad
T002376,1023.31,32.19,42,1,Mobile,Retail,Mumbai
T002377,2187.09,10.05,41,3,Mobile,Bills,Hyderabad
T002378,1579.64,12.78,19,7,POS,Food,Hyderabad
T002379,1927.26,28.69,52,4,Mobile,Bills,Mumbai
T002380,1682.71,17.28,36,6,Web,Bills,Pune
T002381,1692.29,28.21,34,6,Mobile,Bills,Pune
T002382,1025.68,10.78,57,4,Mobile,Retail,Pune
T002383,800.81,13.08,30,2,Mobile,Bills,Mumbai
T002384,1254.56,24.88,22,2,Mobile,Retail,Bengaluru
T002385,1070.5,22.01,55,1,Mobile,Grocery,Mumbai
T002386,1479.29,16.12,55,2,Mobile,Retail,Pune
T002387,1831.48,5.56,53,7,POS,Retail,Mumbai
T002388,983.37,18.93,21,6,Mobile,Grocery,Mumbai
T002389,1071.69,7.61,43,5,Mobile,Bills,Mumbai
T002390,1558.75,18.03,53,3,Mobile,Food,Mumbai
T002391,820.1,31.8,28,6,Web,Retail,Bengaluru
T002392,1242.27,17.84,58,7,Mobile,Retail,Pune
T002393,1581.46,18.29,27,7,POS,Retail,Bengaluru
T002394,1926.43,26.17,38,2,Web,Food,Hyderabad
T002395,1647.31,19.21,27,5,Mobile,Grocery,Pune
T002396,1851.18,22.74,43,7,Mobile,Grocery,Mumbai
T002397,1486.79,20.67,27,6,Web,Bills,Bengaluru
T002398,1495.99,14.55,53,3,Web,Retail,Bengaluru
T002399,1936.18,27.76,50,6,Mobile,Bills,Bengaluru
T002400,1581.18,14.4,39,7,Mobile,Food,Pune
T002401,1196.0,15.47,30,1,Mobile,Food,Bengaluru
T002402,1521.05,24.84,55,6,Web,Bills,Hyderabad
T002403,1556.18,25.64,52,6,Mobile,Grocery,Bengaluru
T002404,1408.65,20.05,58,6,Mobile,Retail,Hyderabad
T002405,1169.4,23.28,19,6,POS,Retail,Mumbai
T002406,1467.0,20.91,57,6,Mobile,Retail,Pune
T002407,2036.73,18.02,24,4,Mobile,Retail,Mumbai
T002408,1954.05,19.6,57,4,Mobile,Bills,Mumbai
T002409,1933.08,18.71,28,2,POS,Bills,Bengaluru
T002410,1500.51,10.31,39,5,Mobile,Retail,Hyderabad
T002411,1306.37,17.13,58,1,POS,Retail,Bengaluru
T002412,1883.1,26.18,51,2,Web,Food,Bengaluru
T002413,1631.96,22.44,52,7,Mobile,Retail,Bengaluru
T002414,1749.32,22.91,22,3,Mobile,Food,Hyderabad
T002415,1649.15,15.1,39,2,Mobile,Retail,Hyderabad
T002416,1173.3,22.02,25,6,Mobile,Grocery,Bengaluru
T002417,1316.7,13.17,35,6,Web,Retail,Bengaluru
T002418,1647.01,20.92,43,2,Mobile,Grocery,Pune
T002419,1518.56,19.01,53,7,POS,Food,Hyderabad
T002420,880.0,13.85,48,2,Mobile,Grocery,Pune
T002421,1394.8,17.77,32,3,POS,Retail,Mumbai
T002422,813.11,17.63,37,7,Mobile,Retail,Pune
T002423,1413.52,14.35,53,7,Web,Retail,Mumbai
T002424,1276.92,23.99,29,4,POS,Food,Bengaluru
T002425,1817.37,22.03,49,7,Web,Bills,Hyderabad
T002426,1645.03,21.55,49,3,Web,Retail,Mumbai
T002427,1660.87,24.57,37,5,Mobile,Grocery,Bengaluru
T002428,915.75,23.56,59,1,POS,Grocery,Hyderabad
T002429,1851.19,15.48,57,3,POS,Bills,Bengaluru
T002430,1569.09,20.22,56,4,Web,Grocery,Hyderabad
T002431,1571.4,24.35,28,5,Mobile,Bills,Hyderabad
T002432,1581.36,17.28,29,1,Web,Retail,Hyderabad
T002433,2044.0,26.85,58,5,Web,Food,Bengaluru
T002434,2197.8,22.22,43,5,Mobile,Bills,Pune
T002435,1417.19,9.28,41,5,Mobile,Food,Mumbai
