Cell_ID,Throughput_Mbps,Latency_ms,Packet_Loss_Percent,Active_Users,PRB_Utilization_Percent,SINR_dB,CQI,CPU_Usage_Percent,Memory_Usage_Percent,Handover_Success_Rate,RRC_Success_Rate,Session_Drop_Rate,Power_Consumption_kW
C00221,1266.6385420012316,10.874409485822923,0.620829923989389,876,64.25774523362719,13.136296131840904,13,33.23442319768709,58.76111136973064,95.27142947611893,97.3058950280055,0.7549365298260418,4.926156559646185
C00222,513.8922653334853,19.858924261362166,0.47622909718242046,2380,50.29937700287135,20.570976263736505,9,56.02135029934275,71.54953097002834,99.27124117098295,97.53942748861235,1.1758570581940944,3.519611748516525
C00223,973.5268342674124,21.802661285592592,1.1720959857499684,640,71.96311179922938,18.212851706895165,1,57.04220872101794,48.37555763904023,96.3666409081315,99.71534906739292,0.8382481378605783,6.635321123975958
C00224,559.7111431858627,20.48279458470899,0.7093879133909485,2169,58.920517095372944,26.93710427733214,11,58.34507732024956,80.52141355222346,99.74896996285511,98.15974097043514,0.675164520714285,4.163455078790889
C00225,765.052264157902,16.88827404673375,0.47531348083928704,1952,76.76164380476153,12.838275808111955,2,71.55768728717975,89.5037544376238,98.61335280432873,96.73505253307258,1.116876230793207,4.19178407183917
C00226,1046.011107454126,17.221075801599444,1.460652016136506,1960,80.61439494733756,21.126490961164954,14,73.34061832161817,59.41283959547487,91.11371686905653,99.05304548550099,0.7933140164351488,4.153250108991758
C00227,861.5704034371832,18.26286883187466,1.5098015022568188,624,59.47248755517337,17.586767659866794,6,44.30420429713,78.74565630276479,94.99184073408995,98.29651335043137,0.7485914317316231,3.855104141355662
C00228,656.005939972725,17.117987990229068,0.49978821713064747,941,66.4407822836451,28.49879199163279,11,43.909417755119016,44.1525439406211,98.88877044567079,94.21759279780693,0.8256090409944458,3.7705629511523506
C00229,721.2453323332057,23.783274700769457,0.0,2109,73.22343630757331,20.744859585307335,10,36.27642320280148,76.12832311772874,97.30331454429003,98.64252937065717,0.6625563906534534,3.976295717110475
C00230,972.3275948082417,31.263138009548108,1.303756844918461,190,48.89436679686362,19.623442908175424,11,67.57868206504857,75.70914612839194,94.9524881045843,98.58774306157416,0.7036907971981875,3.134204071949055
C00231,718.5340062909154,14.655049289952998,0.45768508711999806,1839,73.22211284315524,17.5994878251309,14,81.07876195007887,72.95155920284819,95.73282096901238,98.0301816943713,0.4653221644952509,3.714682079736762
C00232,888.9625461247555,9.781182122525532,1.1953127995813844,66,48.53472027880906,14.484394726671903,1,49.32852529763938,59.76655366694559,93.18752675982124,99.33755087160436,0.3995331121504484,6.448963111447619
C00233,858.2029311826865,17.47030770989247,0.0,1136,78.48575469329305,19.55696396320465,4,50.65424983495012,15.686265881369529,96.82325342494721,96.99140962351025,0.3005718454070241,5.2356551436413685
C00234,732.711937430953,33.478256025925916,1.2462986691496547,302,63.47254506057701,11.088486954316192,8,81.40208602418157,50.37409284521806,100.0,98.50474968323135,0.14320668528116953,5.425904176727718
C00235,1235.9099360785585,13.177952592181615,0.19441403535960944,514,48.451858989336486,11.318579557075145,15,64.10004135787014,50.61125973473097,98.60986678146465,95.64956094324897,0.3481130554461773,5.677208787416915
C00236,964.1054240172421,27.834700832664403,1.1653820595332622,425,61.30039601288764,23.062192184147477,10,62.85224268641899,45.32617592909284,100.0,98.61063557509824,0.6302931862132297,6.33413456436239
C00237,485.4743344016307,28.066204884458642,0.807136533918217,1877,61.93488128209837,9.189379304779674,5,33.56350289247292,61.833645068205996,98.76479417957997,100.0,0.7412470329782548,2.7285774485561562
C00238,883.561776658497,14.678470549752031,0.3230302903016776,569,86.02781325080417,16.402132208545815,13,67.21710524702954,53.71554831718148,99.05495868670539,96.5077154712987,0.5914813747409438,3.2701168847134596
C00239,730.8784363416902,21.41389847511165,0.5964818435366098,1910,72.59957048928692,12.754367543705207,9,38.27554587082435,47.63081985352467,100.0,96.86029680201834,0.0,3.6962763391053146
C00240,1003.4380002633203,27.77037973877123,1.1431592284783505,139,55.65583813652301,15.987646538051685,11,34.587636653170755,44.11799777628271,97.75452651868446,96.93497683566267,1.329834543104937,4.030270203510402
C00241,707.3462670821139,15.725233554075079,0.8529472265576171,769,94.73599430800729,18.92272651169673,11,48.75811161819918,49.26730521772157,96.62554535698624,98.1949973387024,1.1345920491561527,4.199430609414751
C00242,829.3474405359582,16.77851783938583,1.0922064902362423,679,79.39735602265837,22.922776454820863,6,44.45573097792358,76.82248817774892,99.06531503324402,96.40544559071942,0.8783039404868515,4.0530224471939595
C00243,940.8977102164823,14.509914516308138,1.7882202922577428,1934,64.95516447130507,24.088167948663603,1,51.01120550106929,50.08462418058759,99.90768047424378,98.63187106803647,1.4629962690213072,4.719308913132054
C00244,1005.8359349506219,11.911459615842798,0.017879194144474364,125,46.69248721457467,13.40523390420589,6,29.062330578551464,52.275919403500914,96.04007071457558,99.27025991820375,0.3090543530065157,4.535295390745216
C00245,633.9466467299603,14.104334729603957,1.608606287484312,975,63.631096307797094,15.670190316866178,6,72.2586935164181,53.149535774651305,95.55686183531994,98.80152082018067,1.4550500482504019,3.7771652048217503
C00246,789.7897775486293,10.65635839942646,0.8521779687616065,2497,66.69230373013494,38.26275061105978,13,75.29835330129572,65.0849027071413,97.27771206486176,95.3473768615429,0.3139143692997808,2.32445122301243
C00247,764.5098439910279,18.204500809555356,0.35060797583843595,1855,75.53548497175383,16.74992657032319,6,19.947835465465346,66.843742327928,98.66299773386332,99.49275149773791,0.7954951701165426,3.507131294621302
C00248,732.4007381367319,13.38016061364815,0.13484318713050514,1019,79.10884764489484,13.588946020020476,8,72.6122405019979,14.330151911352573,98.59618209732312,99.40605112138051,0.19046506994631818,3.9507613466874245
C00249,1167.7817632505976,19.402715470744486,0.7054398046114833,1144,82.09873143116103,14.420996186292806,15,40.410484663210724,75.32452820741412,94.1516647996248,99.24524205851945,0.7058776382177466,4.252920563192281
C00250,922.896707972972,8.664626122778236,1.2608250559622296,2078,45.82798853742179,16.77930041845335,6,70.42555966569014,81.54552051365631,100.0,98.55926337298374,0.8544665991993554,3.3703325406894633
C00251,623.0408882196919,19.98528139328674,0.7362254398112329,1454,73.12757231744864,16.036313186057704,5,53.76796313200452,44.24720193957496,95.7176701412063,98.3302839713077,0.6381238675461781,4.00919353350358
C00252,1015.2151504698597,23.001173769653548,1.5555774651236738,244,67.60576262127682,16.82814938402565,15,55.51796015345798,45.41552632897748,96.46987000622285,99.54858409718959,0.9855509776360549,3.369012611514414
C00253,1231.988115462274,6.037586144571268,0.0744121549742206,277,100.0,17.89286723136718,11,51.668242310418066,53.24619918332593,95.19469128002436,100.0,0.7396057797949029,4.3741806484516665
C00254,1035.8437468992065,20.24433941908543,0.7939555260769727,1509,70.97041658644557,17.857960688534178,2,76.81832567620275,48.65993970815093,100.0,96.57043930495273,0.4910341086489962,3.426908671637385
C00255,576.5134061282777,25.36601395483975,0.1738032777934405,510,60.66020202307943,13.22256751364403,4,32.68741577454949,63.3589031091991,97.48414134057593,99.61718809369216,0.4732746728790642,3.6510953436295353
C00256,762.8378668840747,10.742153887852767,0.981815941312484,667,71.65553285075373,19.846655105780656,14,65.94112609723015,30.802120704617035,95.29804983863687,97.87067435298881,1.0243655090462784,3.191315869010861
C00257,1078.044006853592,28.03543432102622,1.2434436950486503,113,69.87147567983851,18.60523474940342,15,74.8239429680119,43.231085879448905,98.72784709992489,97.8054904219571,0.43850318807721295,4.346499304430216
C00258,722.6194961886195,20.51411405619627,0.5896191031594734,2262,40.164410392734766,20.482908352749632,10,67.8941214497274,83.08795800262361,98.53827155862007,95.69520396442694,1.0661611881939748,3.6335522300476017
C00259,929.8874970663211,13.769928865449547,0.0,2124,76.12456695126755,9.427729731374216,5,96.84458045782151,46.07670048977973,96.62454595284024,97.57281588572691,1.1890847171327723,5.406784266675429
C00260,989.4341296172806,17.665385534053765,0.8994740733982474,334,65.34162863982127,18.78422121845739,10,45.47895827095542,78.65142417154388,98.68121342556677,96.50410256304738,0.03251445506154793,4.905850266692899
C00261,683.1525151159451,21.349961475130335,1.0183692758667549,1733,69.59963177259222,8.072018420489918,4,72.23148680668356,65.33007293385205,95.34941607833827,97.30421835574109,1.1531705549204139,4.430148131816357
C00262,839.285435908876,18.45603234847447,1.002147377480849,2378,56.89647199164163,17.122145527617096,2,53.09036856385443,32.86098428117613,96.01416345010149,96.35272042433277,1.5241690793778795,3.7025145026562116
C00263,266.5718787875669,21.232535954678216,1.417891095911077,887,53.59128654681646,21.28968146376538,7,77.20130937434806,69.5299379282431,92.97956669086787,97.32663741903049,0.8008015044807714,4.880520305316303
C00264,665.6102245598279,12.475958441523803,0.2644731601754756,880,83.18323501113468,23.228895758011827,10,54.86159807701535,58.2349904671072,94.35209783156087,97.3908344644649,0.9396336741179289,5.190700889348637
C00265,804.5377327492312,19.016164944216467,1.1401080527252248,1237,86.62684984664236,19.672300320485025,10,48.01823592647555,53.16799415625389,100.0,98.1451323776582,1.1148021297476634,4.64268841220163
C00266,625.399027246327,9.517713018570118,1.3962537562389876,273,76.27147908155852,21.376953676464943,2,78.50929966968933,63.674356397580055,100.0,95.57787520656301,0.589807073928391,6.10370185546693
C00267,1143.8340347076944,17.3326436319078,0.0,833,42.83803599160548,16.504975189587704,1,46.15188509765926,67.11950228350189,97.13157729729792,95.83172277838202,0.7729120894151479,4.959637318074816
C00268,592.5745519670861,12.576554151211262,0.9598259129594886,999,77.24595038891985,15.454161150375189,14,29.570936339789988,70.6138773296193,100.0,98.54287140609578,0.17432018815075623,5.4136072175680345
C00269,770.791992394543,13.586820344461401,0.5479100844961643,94,43.06095172994971,31.463790812618633,5,45.696756102871085,77.67379271322004,96.6798510267834,96.80384282439485,0.7554540114121804,4.633565415535978
C00270,873.5333039114964,25.416559051262624,0.7592386634491771,1860,60.08236547757602,22.135801559326055,12,66.14259303859359,66.12203869167534,96.51317939486418,99.61179468534489,0.8992447982578166,5.175664453256976
C00271,1109.4291920319008,24.547860723565613,0.9738382417691682,520,82.98337673135863,12.135080742673033,13,80.05669752856764,39.36548866820458,97.11302129693111,98.33790458302256,0.9064652091705877,3.703218767330825
C00272,591.544812787701,21.65482872544306,0.5563857179432239,2131,79.86397722556737,9.326680392335046,1,57.000328755337215,52.89531813523213,96.75015680935287,98.91014322530961,1.1261698894390322,4.041601636787206
C00273,1059.3694753878926,11.446123411964527,0.46214596041919415,879,76.85451046800205,15.674652754682121,1,78.72754721021246,100.0,96.56960735287964,100.0,0.3900791287457883,4.849363553482379
C00274,851.8419509835256,16.101549301831188,0.8170762087440123,1959,89.69353980879676,23.959342531543328,15,30.552851413403317,70.86736590572592,99.2867962142991,97.53543378229014,0.48695729733060134,4.842099481557382
C00275,673.3284428113689,25.2785861998751,0.25637703056859873,2318,78.4002272111189,18.243695770143837,1,47.02125763327775,95.53930951217245,97.30027130791241,97.13826994187559,1.458202938396542,5.007611822943248
C00276,933.1786253673887,18.850301481839427,0.2570874355574073,1941,39.714711624386766,6.879900888193573,6,49.80564789122618,80.93151123298779,98.42496352886761,99.30755387839822,0.639868650494516,5.600392892278729
C00277,885.8307452032246,31.915977239890164,1.1396866414782516,741,64.4570373061546,17.11353288405046,9,52.937930305494646,63.62703107333623,99.06276105055466,98.76427034589453,0.7800135149249312,3.075028828184588
C00278,741.960962111417,20.35990703636623,0.225602982420672,1440,69.3758731340341,17.98799224875724,10,56.513698988503535,64.52110604671677,97.77637159130947,97.71900453526806,0.6731959833099115,3.525547452389704
C00279,862.5643752982035,19.15229469894019,1.133156250454606,981,67.61887409845941,5.921663102672598,13,67.43639723305947,59.451299401847315,95.05945734818353,100.0,0.371327669477991,4.729572641074253
C00280,780.6435525648832,16.145301214784993,1.0312956464269756,890,60.742972373464156,18.12083076025095,11,46.99347691293117,33.932930762302504,94.29426822207192,97.68163353524011,1.3494116843567225,3.7756363681965395
C00281,870.4331221452246,18.801245428693694,0.0,1988,54.54765799804608,12.93315996204338,12,57.50251636515626,60.270708787023366,97.2975612696146,98.04916045633367,0.4889194352317576,7.8777682412893615
C00282,969.1835214137884,17.085180981716736,0.4612176738321725,1623,100.0,8.822267946058423,1,54.18778797416707,78.16011828813296,96.65748739035013,98.03183397625139,0.24908579051722796,5.015719619170136
C00283,1135.4830269061633,22.24865206013154,1.3970547015236863,2336,64.16882762191327,26.022537900827007,5,38.333981729959305,51.00540007768194,97.17478285784024,96.59810915765229,0.5197038890788993,4.4216691510698425
C00284,627.1932102111672,23.740213900767504,0.3094172344301592,197,100.0,12.71198899607536,15,52.95399959653416,66.17929498592714,96.96789192150283,98.11637808422958,0.0,3.984530726916141
C00285,1233.946007438128,13.284063236952303,0.5677978688453063,1082,52.88064392865919,14.663576322718594,9,52.414128461851874,72.77386568839796,100.0,100.0,0.43948501400672724,4.019837716806956
C00286,498.6241960859497,10.012602278653333,1.0310304466259483,1361,79.85590103138512,14.597085569666609,14,52.02854982994517,46.354793410312865,94.33954748871733,98.66745247306426,0.31274856085906927,4.530140661315177
C00287,822.678682893595,6.98276776138022,1.1916952546412978,437,73.44462124584804,18.011193754621512,9,55.57167021846611,53.23045703484503,93.02010746035775,98.0465951395984,0.9469714523709297,4.611981932621258
C00288,955.8970971672238,21.047947961475263,0.6742305569777522,1923,56.17075709402409,26.83155303527937,1,56.36212373104095,44.731327642842615,97.66475366703922,97.7573490782515,0.430634304176051,4.043300855306487
C00289,900.5785361923058,11.379800362956757,0.5012449026541792,965,62.98664335268975,12.019065648820341,8,47.218686776068054,47.667515899658895,96.24715489082361,98.49630054260953,1.0551215742315394,4.226847753480098
C00290,737.9140864322931,5.082656442285103,1.5111849308492538,1928,69.77304895958545,16.465982427757027,1,77.90886521148276,40.685920745204086,97.6321357394599,99.12464994273378,1.2593935972277284,5.844284575234596
C00291,812.5379949356904,20.331471627185785,1.6694498318987896,327,57.338250742508116,18.604309395131992,15,33.9493486743457,46.4932730793296,98.167766044568,98.91385824633463,1.0124701345150395,5.884504962651034
C00292,761.25983176141,32.95799710459674,1.2894290253908978,2027,66.1578910894686,13.656041264202472,8,42.022538047541865,81.2918352119676,99.5682093903578,97.50220270726703,0.6138446844559693,4.752033979934877
C00293,743.9143437500419,17.96357453076064,0.842659071282512,1909,34.52646361914078,16.38556797710697,1,100.0,46.26784456364561,93.98554835923213,98.48717239116517,0.7564457986822372,3.1587402727632625
C00294,1002.9283774637845,23.03094464670985,0.39586713917953686,1875,80.6727398540311,20.972499033747788,12,36.31615561019386,61.89688828591035,95.88656420428568,98.71990961172241,0.09000602394237611,5.0385031566390435
C00295,914.2627874737085,18.49097615128539,0.3847777967217174,1883,88.4072751118419,14.221475066467537,5,30.632415855224345,52.45696869493566,97.85752251776152,96.48920751870953,0.6464882509915041,6.054282441611026
C00296,725.2762728530822,17.406662080853145,1.0612570526328788,667,76.8154556124799,16.306787456349102,8,68.22058141002192,77.68298905555409,98.54092719137445,98.25234581177554,0.3558246127732667,5.869781101962379
C00297,1011.9279775779851,23.514458897926612,1.0091991104443419,1680,100.0,15.84323036540357,6,17.61184263207027,79.66743444905424,100.0,94.75804417054646,0.9777305524597195,5.234425852809667
C00298,905.3139137577897,16.25835273486809,1.5007992964732146,2232,80.23144341399839,17.480966594328315,9,50.7650696204961,72.9610497320842,98.91140794222774,98.72380056473177,1.7291009556977897,5.922422955285821
C00299,996.3151813910129,19.60435388443142,1.1252250462680697,629,87.14214458166339,19.21575857311621,1,93.6248486513768,64.59201829654133,96.88642280822745,98.99051458184402,0.8999286543895237,4.553384272479022
C00300,963.3331915462502,19.93018683717608,0.04845984912009105,1220,88.57544248765166,20.932803840534394,9,27.191153401238793,56.53410694738652,95.21912849411467,99.12131918867969,0.0,5.128102969833705
C00301,700.780898034027,13.991457278141707,1.3259738088614594,539,28.734799651215482,27.68777150981169,1,19.324639256703158,42.121879437131255,95.87142029456196,97.40742972174564,0.5555079228342508,3.81922443367482
C00302,749.1674127645455,23.952254097219136,0.3009696863427936,1232,76.35509798124345,4.7076178407289415,10,28.01473836476143,89.15293321683296,95.81459435408578,98.46357025253606,0.7489963701497818,4.792265456155712
C00303,984.5128489221871,16.95024145982755,0.6080143640238242,433,49.25597574524828,17.163043303972792,10,71.17047223024574,48.6049047337117,98.31046725702753,100.0,0.7349429701041055,5.829534243970524
C00304,959.8666477780237,13.465529043042931,0.9251001031258472,212,52.28644822643792,11.177819638789035,3,75.24598095974463,69.95469520549263,97.51399489117166,100.0,0.4076747497564987,3.910576588513109
C00305,846.2377130864534,21.21905906142242,1.797833744891982,1926,54.89540092297128,16.073149996745478,1,45.773401654386845,75.89348358935096,94.35270085831564,97.95624095116015,0.7981166970547741,3.6385565705357137
C00306,871.1189289955807,12.609192109253776,2.3549592780026805,1262,65.30926299973936,22.404336653470388,3,67.29782327201924,51.67079254642006,96.12819706181914,98.20897944609435,0.202999665232245,4.597488939023697
C00307,1079.9796812419165,18.16908694421477,1.1033615295680914,1412,79.75689941106546,23.98896261071189,12,80.02459589521581,75.57018790973943,98.75509510690284,99.66636671710165,0.32203651092597313,4.273337796276
C00308,743.5171500095506,17.94528602013478,0.7084016906398061,1680,76.50984737510056,24.223572884092043,11,87.17223545973687,71.46319805008284,97.70332470994812,95.74879697710674,0.9583190566414845,5.14914772107042
C00309,948.4775286106068,24.515373394989467,1.0672528242402752,1254,69.81127925773603,24.17646257425212,13,50.56596493876273,85.91945753072648,98.13728923202554,97.51538638598446,0.2937347076480696,4.046740474052958
C00310,813.6053225618991,20.848189397279718,1.243827712936918,337,80.84025161808941,17.130324641897857,2,13.573509081940237,52.95980300359933,97.76584342011452,100.0,0.9152846421969029,6.218439615602714
C00311,810.8173834191003,17.849838247529135,0.6396661872214042,1907,81.75229482388154,24.992651373535814,2,40.22417939662564,40.71203974080427,100.0,99.46280081252715,0.1522144901375767,3.2103239020389442
C00312,1047.7798333576943,22.906597795201723,1.6976056779561612,236,76.63936283850018,25.98424897302921,9,47.317524491165365,52.417653668332335,97.47208612764874,98.55389566647486,1.4059303535166945,5.753734786219734
C00313,998.5749428178453,26.341245294103878,0.9150353795957011,1957,44.13242820887821,18.69400227270755,8,50.33910166158897,63.13280313801498,96.22795440425861,95.74125139200407,0.39029203103837806,3.735150771691897
C00314,996.431734480115,21.346861838111174,1.048871544545697,1211,58.91000815964914,23.88618300783782,1,51.61853078184305,60.873190906275845,95.16848991773288,97.92513465043825,0.6105333712786223,2.7040172654159766
C00315,1084.9861852877793,18.062115719060284,1.1329621260272307,179,70.39491750913973,18.206185092582892,12,75.14010276275205,54.098431555881746,97.49921891641942,97.1151269056251,0.8322453044361623,4.737875156348867
C00316,853.7806914938966,10.128982605899044,1.010793305307228,2291,81.00179324711627,25.051162577754393,14,77.93971168037646,31.362038115341356,92.11859197044983,98.49655835422583,0.4738600189995622,4.245392013986116
C00317,972.7515348330935,11.609318021547764,1.219470250234806,2413,50.071305134140204,17.19168381318221,4,51.9098742293539,67.0572449419366,96.63142199633458,96.78597997280768,0.7573623844285218,3.3903906320969694
C00318,794.1519838131779,16.168651773871993,0.49137340672653845,1937,69.8298221533708,14.952397591534076,13,74.77272776893274,89.58516718623301,96.58832028015732,96.46141490753809,0.9301426898080503,2.818623108284736
C00319,908.3499434479196,14.342926787044302,0.5208491230269847,193,46.515633154158216,12.400042848641917,1,61.43790459935961,66.96376857184505,94.27105829276543,94.90270208347454,1.0842452930013942,4.491639212728543
C00320,826.5742502138168,16.878172182087326,0.2499228835141526,65,85.38876978578917,17.131854833811747,1,56.16110751152629,69.1370327858027,95.14346832268801,99.83270702746505,1.0165989743891828,5.475836891623818
C00321,867.4592736986892,18.339899549382643,1.0197506153101132,294,73.63520917547086,18.42194097164151,12,71.31779482797936,68.58667959232653,98.61931506029649,97.40034423283541,0.6312758144789303,5.084953493086444
C00322,957.1282645786445,21.178156526140384,1.189468251756057,976,49.80795946066086,13.27073669312023,12,56.300536868282485,65.955700048236,97.46142349814993,98.2357186755538,0.641347290382559,4.556706648839265
C00323,702.7202770179749,17.577007331645454,1.0288864330759429,2226,49.7090719329356,16.749457705021705,4,92.04060118775972,73.97498950302142,97.20357666741465,97.99664282528873,1.639643423210013,4.978847573217735
C00324,1226.629709623383,20.91900986295721,1.6372462166737687,956,75.81147807376391,15.36725345289617,2,29.108598997697936,65.93060521778499,97.61269506786404,96.39884910055925,1.0799556272997168,4.472785867622143
C00325,668.9168713300537,18.386846488860723,0.7972019905854768,936,90.62198371844748,12.615122268347456,3,45.72692381634368,55.30984245520086,97.18525517589785,96.1114026328277,0.3312705374719145,3.070275756969629
C00326,631.4460496982082,6.147200601876772,1.1343708277962563,390,53.548212438259796,23.17942330776792,11,52.7226598548289,48.06016634986869,99.48572512571663,96.49202731100415,0.7399952655062206,3.0791060147765568
C00327,1058.4599572300122,12.363987637087474,0.2541495619303429,2101,81.79906162924115,24.059518015528923,9,62.91014842824383,56.26539517078987,97.2468583634073,96.91524734175592,0.565942744488723,4.296831471015321
C00328,992.4992849133284,17.13547466567031,0.6064501487627996,1483,61.86643422958255,23.157163391461545,2,77.8232887678556,64.71194244675999,94.0835737723625,98.54990937052071,0.645866306430756,4.339346713633925
C00329,962.3415670693879,10.741831542953355,1.1477688787828888,355,82.3479115403933,17.579221046892503,4,54.56082578974918,55.2587555831554,100.0,96.80642350471908,0.20820193691676475,5.350982678506766
C00330,963.1021916675704,21.599572379977225,1.2245510553715722,957,80.24786365547969,17.88808597304064,1,29.39986630888827,64.71508024697145,97.74068053465768,100.0,0.5352307062456187,5.257304223774748
C00331,847.7955808875554,27.184504994062184,0.653016526167909,1421,72.32949762223659,12.684133221303249,2,70.16525013619008,66.58725200550626,95.82149253840987,99.54072655383973,1.4246223092775652,5.105133015758949
C00332,688.4942131325504,25.3125711101839,0.7642003740709666,370,42.484130405791255,20.073164476206692,5,68.58925779055537,72.49769146905273,94.49319656340997,99.21253932449856,0.9316305203502011,4.219717286922819
C00333,863.6448204748707,16.719342774418752,0.04106312665959533,608,80.2177847518617,18.848158530928103,14,20.04654413117069,79.2419245325847,97.7918284419161,97.82051164629027,0.0,3.1193478298898603
C00334,728.1108919278199,26.94435682109971,0.6214853995966954,1254,77.53028906495297,32.219736982628405,10,54.93152559392561,61.17011127718286,96.76565599005124,100.0,1.1866893969991787,4.9120711370660235
C00335,1025.521552015195,18.89200474321267,1.245191581759893,1459,76.15644629791754,23.435511810078715,15,26.377447047754636,40.38335152278509,100.0,97.67299155331831,1.1358518091636645,5.025169313262168
C00336,823.529671329615,15.977484173291764,1.0876025080532832,1691,72.93511094846467,19.576224632854274,1,43.036280244962875,54.82343854771215,96.30818543866634,97.95310787876863,0.5562858782774334,2.111468537522314
C00337,701.4105045773479,14.319584018754362,1.0503328606906048,1181,56.81819667501838,17.79195344503338,11,38.7494393146696,60.66093851109899,95.32523842063506,98.25496180962391,0.9869054175132861,3.665661813417337
C00338,792.1505485024612,16.18518188107123,0.82488684359048,867,86.24444156528668,23.006532685386127,7,69.56676456835575,32.46346865734365,98.79159243647186,99.05273456081501,0.35624031567311965,3.808945622606104
C00339,924.3276617696124,15.670939088752627,0.8035315793140883,1244,83.47209581224953,13.42130664809739,4,57.10294313509931,80.82996780153724,98.85056378543366,98.95536211850448,0.511897713493457,4.6183502011234365
C00340,748.5295804952846,19.022497334252925,0.4698394302632765,61,53.868658347330026,23.698189060070156,6,31.8593619863915,62.135668687656995,97.33730273522039,97.2873120823331,1.2994185442679416,3.696639567234306
C00341,702.0003287980423,18.96344388629919,1.1494142101012674,244,89.71442515776627,12.564282498813505,8,70.84118733323216,65.72029251870427,98.35271409534981,97.20050942086107,0.5913079840521166,4.46186543117536
C00342,893.8636980685442,18.018276120920486,1.010486472194695,2279,71.9750415195308,15.192380713926342,13,29.19149516928854,80.48289693789398,96.92462575851552,98.95985443572813,0.0,4.289465059647008
C00343,894.0939827995701,20.6216290184781,1.0460094239963997,705,71.93705429717758,8.809102502977703,6,60.942048228476985,50.547857547864794,97.4677302020185,99.07285487583685,0.6746787108874652,4.340850528462272
C00344,758.7502284331966,25.143877648718046,0.5369825786662099,1971,67.35466995371976,21.07038111524546,14,40.34780795275199,68.61062896326045,99.32998176512784,97.40997331276569,0.6685646428342572,3.783605706299254
C00345,765.2131049887018,23.697324812647942,0.0,2127,68.83009905122417,19.249645131315948,2,48.417812514450645,58.352038153470964,98.250636668043,95.61921789548232,1.1793474277493838,3.8610149459333223
C00346,891.7689887243745,9.090612189300579,1.348576355876848,1669,90.56348782464654,15.192584876169882,1,64.07687346469092,57.238696994761206,96.66145112333476,97.68902585598764,0.705734568870304,3.4197329402193075
C00347,589.3448185304817,2.676473190588272,0.560581271995798,1169,85.49612476897774,13.354306045120907,8,64.38608918307152,48.41711418293431,99.7047250918523,98.9352886982388,0.5313670754238828,4.880067440573832
C00348,596.65652061222,23.60591946743564,0.36861211797843974,827,85.17770625459123,24.893611133500336,8,79.06544332400728,84.98404820529791,92.27028925441698,100.0,1.1180224580924825,5.071102628591368
C00349,720.6800401745616,9.798727809507474,1.1467394559569968,493,72.76846528818068,17.331980311984147,9,53.519433405913844,54.367499398866435,100.0,96.203063056489,0.7483160930004441,3.729382049874661
C00350,811.5795126918675,16.6514075886439,0.6039936800404353,347,83.33757585301595,14.16352312739712,6,60.516115533340134,70.49196370343553,93.58808181021853,97.36014312075415,0.3999909273737131,6.020640096017044
C00351,905.9633618076408,10.979321843643843,1.329968192023311,857,57.485303889391425,27.609664818090124,12,47.120728196722155,31.874889187920953,95.7458143504554,97.41589465771193,1.1619990242166471,4.185398552557951
C00352,1115.5641190509193,7.188117374519882,1.1085029747883488,1810,78.751644677471,14.714685404291437,1,58.27581788721036,77.6998279453468,96.91816492960986,100.0,0.7774647058067197,6.0301856237965605
C00353,1004.3787321763634,21.24877636922873,1.141784661600239,894,67.69767952046548,23.693085357268927,14,62.91074886415321,75.78316733935588,96.70703865854368,97.94758774931205,0.701170386671775,3.8578728261683968
C00354,821.2110646065831,22.55493096181588,0.11702214439973291,1065,39.10292518887516,12.245047179947132,9,53.23042274582123,61.46151165445954,99.01282208005311,96.6390101609416,0.7711633565646617,2.4734222234005645
C00355,846.577082577516,14.540937595639683,1.4059719926932002,1434,46.208475117670545,16.225268848965136,12,22.532491286335066,56.595863007931136,94.88432676277954,98.83804292438273,0.2717326514333611,4.902197824912351
C00356,669.5447143651944,2.4537462471305407,0.930625265616928,1447,60.0553182986617,20.511456126911934,13,60.966476133956114,66.00000008420349,97.52153363496613,97.39304221993858,0.48893848952866503,4.748545105118987
C00357,846.6676355213698,14.722533310485105,0.6153614303768985,603,76.22730976523066,17.710815251979874,15,61.56210659239822,94.33185991320434,95.8435758035605,96.16341908996307,0.7014330407331133,4.534393795307583
C00358,798.0414449943751,20.35082403241528,0.8716942336711255,2400,60.068803174990464,19.218815107565263,14,42.75687742573688,33.55144951644772,97.59028195867484,96.66084003908577,0.622134521990128,3.8577675215560108
C00359,908.089340860856,9.126530587355226,0.0,470,61.13324893922937,15.305825769879977,3,31.881033350694743,71.73041081361191,96.87045548040425,100.0,1.2089713531266382,4.465427774514181
C00360,701.0984301605819,19.100159518674936,1.0043264057403354,1319,81.44891382812263,10.01101924050203,11,81.56582470907138,46.32574046769146,97.18587130536595,98.5763138324742,0.7869623410908013,3.988740542130473
C00361,943.482372563411,17.90814090496203,0.28531424590896426,1310,61.67481820825469,25.327881921823554,6,63.846019196099235,59.701224055504035,95.9001503350713,98.16164008317881,1.041961569054561,4.197650433668249
C00362,1125.893004340464,21.47574899760653,0.12366485707823283,234,89.96210863051617,15.610858113129655,10,50.876541443409224,56.28179821382005,95.97987209980784,97.62515939628193,0.7037581418303397,5.3416322557650755
