Customer_ID,Age,Annual_Income,Total_Orders,Avg_Order_Value,Days_Since_Last_Purchase,App_Sessions_Per_Month,Website_Visits_Per_Month,Wishlist_Count,Cart_Additions_Per_Month,Cluster
C111179,28,2453108,1,2319,9,68,3,15,37,2
C111180,37,2656005,93,3883,190,12,138,53,77,0
C111181,52,882120,25,11099,218,30,135,39,50,1
C111182,64,1900116,6,8707,207,73,91,88,58,2
C111183,63,598915,202,14195,120,9,70,97,36,1
C111184,28,1789707,232,13215,327,18,24,70,7,0
C111185,69,2983684,54,451,170,22,40,74,74,2
C111186,25,2718330,78,11134,91,103,15,9,15,2
C111187,21,349460,151,2766,127,92,9,81,7,3
C111188,44,2822816,19,10468,294,63,65,39,94,2
C111189,61,448356,184,8130,316,11,157,13,15,1
C111190,57,392208,181,10017,348,121,188,91,13,4
C111191,55,2928759,159,4442,40,80,112,11,64,0
C111192,64,765414,231,5252,140,62,42,40,9,3
C111193,47,1006709,103,13756,240,41,128,23,65,1
C111194,61,1115006,38,4515,247,111,19,75,73,2
C111195,65,521854,147,670,249,130,153,60,77,4
C111196,65,888036,107,4820,56,70,154,62,91,1
C111197,44,963039,129,2146,259,105,27,14,94,3
C111198,38,1152044,230,12571,161,10,67,24,21,1
C111199,69,1014726,205,6357,273,76,50,30,111,3
C111200,37,2828397,121,3922,277,18,87,6,21,0
C111201,21,1328234,178,10139,330,38,65,40,4,1
C111202,28,1017046,98,14037,72,49,80,75,89,1
C111203,30,407626,58,6165,97,47,111,55,75,1
C111204,26,1179259,81,10812,168,72,196,92,55,4
C111205,21,1838008,160,1495,81,94,91,61,83,3
C111206,29,2926183,177,2466,149,84,169,36,93,0
C111207,26,2812108,98,580,265,115,97,5,93,2
C111208,30,2012581,225,4285,347,134,149,54,89,4
C111209,65,1170286,236,6866,189,92,145,21,16,0
C111210,43,848902,92,10519,278,112,5,8,105,3
C111211,55,215258,172,7818,258,33,23,45,62,1
C111212,59,2369760,157,5779,122,122,145,67,84,4
C111213,30,2115695,246,12541,199,38,141,45,63,0
C111214,56,1566151,101,1820,351,93,171,84,70,4
C111215,45,1172997,216,5786,188,42,79,54,85,1
C111216,36,946214,176,6422,299,2,16,93,43,1
C111217,41,1683769,80,14839,187,111,18,1,23,2
C111218,36,1370654,205,1362,204,3,76,8,98,1
C111219,66,245615,26,5340,27,60,125,48,86,1
C111220,30,780241,135,10490,74,82,150,1,0,4
C111221,30,2334239,44,5389,245,83,153,82,34,4
C111222,45,2514070,142,11984,114,31,73,90,112,2
C111223,19,1098219,52,3385,298,71,183,94,104,4
C111224,27,1691749,160,1646,219,1,156,62,32,0
C111225,39,1039106,105,14944,28,90,84,19,82,1
C111226,30,2267300,203,3626,181,55,89,11,78,0
C111227,26,1643976,160,14003,179,4,145,94,113,0
C111228,50,2815782,75,4937,256,58,93,39,114,2
C111229,31,2824919,84,11802,167,67,172,38,94,0
C111230,65,1362501,185,6544,86,127,105,12,93,3
C111231,37,1474786,52,7534,306,118,38,53,28,2
C111232,32,1702560,162,8701,152,15,95,31,10,0
C111233,49,659517,239,9896,16,75,129,5,103,3
C111234,50,795757,114,2800,6,64,126,51,48,1
C111235,34,1541804,189,1836,233,50,110,83,19,0
C111236,41,2676427,62,4006,221,39,179,64,74,0
C111237,47,1001059,246,8443,69,147,26,1,113,3
C111238,30,1149191,214,2689,94,121,159,35,46,4
C111239,64,757464,215,4778,327,81,23,23,41,3
C111240,65,422497,221,5327,284,24,190,80,3,1
C111241,33,1983958,76,12816,43,42,160,78,75,0
C111242,19,1572843,103,13796,200,131,101,93,17,4
C111243,34,508550,159,10390,51,45,65,50,83,1
C111244,49,1342519,157,2135,30,97,156,36,12,4
C111245,60,366027,31,11511,301,66,32,85,17,1
C111246,25,2814817,12,7952,179,60,83,0,113,2
C111247,69,1848766,35,10293,229,51,186,26,89,4
C111248,20,2814800,234,6926,28,70,4,25,81,3
C111249,29,1867258,247,10419,207,8,81,43,26,0
C111250,37,1584409,57,1891,356,108,2,19,28,2
C111251,33,1176788,169,5820,327,122,182,41,53,4
C111252,31,1690733,27,4963,99,142,53,55,71,2
C111253,33,2391697,143,8310,315,149,138,16,65,4
C111254,66,2066047,222,14340,2,22,6,13,106,3
C111255,60,608890,71,11803,225,47,134,66,65,1
C111256,66,1663567,164,13920,324,149,191,48,39,4
C111257,68,1318964,110,4662,71,30,184,48,76,1
C111258,50,361455,152,13568,36,56,131,6,47,1
C111259,47,1591810,82,5317,75,65,53,28,71,2
C111260,29,463257,152,611,90,104,28,53,23,3
C111261,32,2716550,224,5515,70,143,157,6,33,0
C111262,35,2363691,76,11388,362,41,3,44,83,2
C111263,45,339278,156,1949,46,110,79,60,86,3
C111264,40,1215060,75,12836,210,102,28,47,101,2
C111265,31,633920,3,11915,231,67,32,5,108,1
C111266,47,713894,101,12789,113,22,198,31,117,1
C111267,50,2949633,3,8958,209,94,197,79,93,4
C111268,62,2047626,29,8241,355,46,136,11,54,2
C111269,32,2373956,160,2962,327,120,43,97,67,3
C111270,24,2844111,54,4920,156,18,144,3,44,0
C111271,32,2843005,166,2852,273,85,14,70,99,2
C111272,69,343850,223,7546,324,35,130,45,25,1
C111273,59,2194269,184,7431,316,95,146,47,44,0
C111274,63,2905021,65,10476,125,29,11,76,80,2
C111275,55,2948752,229,1524,168,27,182,49,84,0
C111276,63,1069459,149,3679,152,66,87,83,103,1
C111277,61,2453606,238,5597,320,121,139,67,55,0
C111278,28,419222,41,2426,236,67,181,19,89,4
C111279,46,2352999,234,12997,74,3,195,7,100,0
C111280,48,2898747,20,10436,205,10,20,51,27,2
C111281,42,203932,246,6695,296,72,120,87,38,3
C111282,69,2732168,60,10960,176,100,56,99,97,2
C111283,41,1805694,203,14349,46,101,81,9,99,3
C111284,36,483843,187,10004,325,61,110,47,98,1
C111285,19,2292753,202,12762,187,27,153,68,59,0
C111286,39,2140457,183,11352,122,76,52,51,21,3
C111287,37,1795115,3,13800,330,119,42,96,87,2
C111288,50,2335214,124,10866,29,14,136,44,39,0
C111289,25,1237949,240,12168,139,81,80,76,92,3
C111290,42,1183373,118,5986,142,83,157,26,68,4
C111291,63,2362444,14,10188,141,67,32,55,96,2
C111292,26,467145,45,7440,135,112,138,66,60,4
C111293,51,299826,109,10655,111,47,112,75,114,1
C111294,40,1163848,95,11216,303,7,56,5,79,1
C111295,22,2638492,227,7938,283,69,122,91,112,0
C111296,42,1145367,188,5281,339,20,7,77,8,1
C111297,25,2556351,246,13698,48,3,175,14,42,0
C111298,33,818581,177,13375,25,129,26,21,55,3
C111299,65,231628,137,14524,296,22,116,93,5,1
C111300,62,2371561,182,2386,359,93,31,44,68,3
C111301,69,401991,70,14250,167,81,91,59,78,1
C111302,32,153740,93,4924,252,143,132,84,91,4
C111303,18,2790545,52,5601,22,78,21,56,6,2
C111304,39,1843578,238,4012,188,46,74,86,84,0
C111305,20,1371320,63,8968,14,25,191,90,108,1
C111306,55,2219603,245,6853,0,74,52,1,106,3
C111307,31,2723018,180,3757,209,147,186,67,91,4
C111308,53,2242887,22,11992,48,49,112,49,119,2
C111309,35,702807,55,14558,124,123,59,16,38,4
C111310,64,2560008,113,12558,321,43,58,69,106,2
C111311,58,470472,110,10807,49,34,12,10,60,1
C111312,35,1908496,3,12597,332,55,44,17,84,2
C111313,20,1680270,2,5432,13,78,25,15,17,2
C111314,27,804281,187,10450,200,18,136,84,118,1
C111315,66,1746756,28,11844,25,106,151,81,9,4
C111316,56,1199658,165,6813,286,45,161,70,48,0
C111317,64,1459308,248,5456,215,88,28,26,16,3
C111318,18,2911247,197,7393,289,138,42,66,90,3
C111319,44,1209831,9,7395,297,89,8,25,76,2
C111320,44,2126174,190,3691,324,20,51,66,43,0
C111321,28,1678026,32,13169,190,127,89,54,119,2
C111322,66,1884587,209,5995,31,88,85,43,23,3
C111323,22,971350,75,582,212,113,45,64,92,3
C111324,24,2777543,102,7137,237,55,43,94,63,2
C111325,36,494947,35,5798,26,59,60,52,112,1
C111326,46,398437,47,7366,224,35,67,15,106,1
C111327,32,1777254,146,14081,210,140,60,13,6,3
C111328,52,383351,36,3471,0,5,50,85,40,1
C111329,64,308083,147,9778,236,56,74,51,68,1
C111330,54,1681357,123,5848,323,140,84,68,70,3
C111331,29,1333839,153,1688,313,85,37,76,64,3
C111332,47,2383847,174,2801,218,61,50,31,102,0
C111333,37,2221775,60,7114,182,46,183,34,97,0
C111334,54,2398817,121,764,233,142,183,85,118,4
C111335,20,514873,232,10994,86,144,32,34,37,3
C111336,26,1669094,95,4764,67,117,10,98,81,3
C111337,58,2177464,23,4410,147,56,34,56,8,2
C111338,56,2021000,122,10454,139,114,26,73,116,3
C111339,43,757448,115,2461,319,79,4,16,20,3
C111340,19,690136,206,11402,94,36,109,38,90,1
C111341,40,997605,155,3830,72,94,130,44,59,4
C111342,40,525055,163,7552,204,26,178,72,113,1
C111343,38,2769312,77,2476,224,24,135,94,72,0
C111344,33,1599309,183,10326,167,119,18,51,101,3
C111345,26,1169301,36,4866,245,137,71,33,53,4
C111346,30,1398774,216,12650,157,9,133,55,115,0
C111347,45,634044,97,11560,122,85,117,19,53,1
C111348,44,1729808,113,9288,149,140,52,71,105,3
C111349,68,641837,199,8428,6,46,149,41,31,1
C111350,69,922255,137,5033,242,83,120,98,70,1
C111351,34,2667468,114,647,35,64,152,38,47,0
C111352,55,413002,21,12453,208,122,31,31,118,3
C111353,53,1818918,160,14290,8,137,121,29,26,4
C111354,18,913326,66,5427,298,121,36,39,0,3
C111355,35,2010558,44,3423,131,107,90,31,47,2
C111356,68,2795724,121,5966,37,78,28,47,60,2
C111357,26,1047271,217,9239,81,110,167,69,86,4
C111358,30,1012072,193,11740,244,125,80,43,35,3
C111359,57,2452239,203,4290,257,42,185,91,116,0
C111360,62,220909,80,8701,266,16,122,34,83,1
C111361,32,1493091,215,13791,157,125,166,12,19,4
C111362,60,1998242,143,7851,171,126,36,82,10,3
C111363,61,958027,155,11263,346,112,4,1,13,3
C111364,63,2910284,16,14259,14,2,122,37,81,2
C111365,21,2038898,46,12749,215,96,83,42,101,2
C111366,50,1825069,225,766,210,84,98,49,7,3
C111367,41,665806,103,12571,181,77,114,32,113,1
C111368,53,440828,200,4092,155,7,57,88,5,1
C111369,68,597301,176,13586,327,2,157,97,28,1
C111370,58,472068,65,9443,280,50,108,2,73,1
C111371,27,2783148,19,10909,250,62,195,66,112,2
C111372,53,1992678,90,6123,209,63,90,79,64,2
C111373,37,1183741,37,12934,264,8,86,97,74,1
C111374,58,2754888,186,14205,135,36,119,57,81,0
C111375,62,1531190,183,2988,170,133,112,17,26,3
C111376,61,2511962,53,4380,21,2,107,0,112,2
C111377,28,1004421,47,11659,312,54,32,32,101,2
C111378,29,2637935,131,1919,257,12,178,65,8,0
C111379,35,1314831,88,4975,124,51,139,21,15,1
C111380,47,2988184,86,4563,120,121,145,42,10,4
C111381,61,1463193,62,12488,228,6,176,31,24,1
C111382,65,1706915,129,2736,354,103,152,80,32,4
C111383,54,2665933,39,14799,266,105,1,21,62,2
C111384,37,827968,73,2244,342,124,114,96,56,4
C111385,42,2996183,161,6438,106,2,60,3,64,0
C111386,29,1459877,23,8177,182,3,24,60,64,2
C111387,38,1501934,162,2215,274,75,149,51,58,0
C111388,42,2146628,49,2808,306,94,45,48,85,2
C111389,28,913865,125,892,169,72,159,82,20,4
C111390,26,2341525,177,10697,151,74,70,87,80,0
C111391,67,563951,227,10578,9,19,83,82,3,1
C111392,42,2788246,49,4389,145,85,148,45,89,2
C111393,52,2177717,138,10999,108,136,72,58,23,3
C111394,69,2800668,96,11075,82,7,24,64,74,2
C111395,49,385309,66,5423,87,130,43,63,18,3
C111396,66,2295138,71,5934,24,91,42,97,70,2
C111397,31,2683223,216,10442,295,113,79,91,72,3
C111398,18,246780,67,9446,62,90,148,97,70,4
C111399,34,1093368,247,10730,190,121,65,40,98,3
C111400,42,2154920,204,7717,34,113,99,17,47,3
C111401,25,805914,39,12740,155,116,194,37,55,4
C111402,22,461302,170,1718,104,112,89,75,85,3
C111403,22,348699,100,6405,342,27,50,27,53,1
C111404,58,2111131,219,13509,203,107,12,30,107,3
C111405,52,2274901,1,13079,89,109,174,49,66,4
C111406,36,524339,174,5321,255,130,91,43,47,3
C111407,40,2035817,164,5916,243,48,148,47,17,0
C111408,26,355611,224,10165,276,139,82,1,4,3
C111409,47,1122750,219,14086,311,122,3,46,79,3
C111410,67,2123543,124,1972,117,64,100,80,15,0
C111411,33,1642906,172,5381,301,73,123,7,92,0
C111412,50,2080410,31,2031,148,49,91,81,15,2
C111413,19,2587337,97,3888,342,25,152,1,42,0
C111414,31,1747330,110,7312,296,45,111,52,116,2
C111415,63,2879152,186,5537,69,61,184,81,18,0
C111416,18,1846076,224,3387,62,82,96,54,25,3
C111417,43,1889798,132,2680,28,147,40,55,19,3
C111418,42,2361513,53,13357,64,133,100,63,63,2
C111419,33,1036999,217,5181,136,74,73,73,13,3
C111420,32,511514,103,5382,118,47,41,22,21,1
C111421,43,2471768,93,592,279,50,144,10,83,0
C111422,64,991328,185,12304,281,139,138,52,34,4
C111423,61,414934,201,14940,246,141,53,47,113,3
C111424,33,1566103,78,11316,271,41,99,64,112,2
C111425,31,603021,248,10733,198,117,14,75,53,3
C111426,46,1243025,178,969,16,125,5,92,56,3
C111427,41,2143325,5,5986,229,88,145,83,114,2
C111428,64,312408,52,5181,33,130,74,57,111,4
C111429,32,1643307,145,2515,274,66,97,2,16,0
C111430,36,2357616,32,10647,135,103,79,55,35,2
C111431,25,2496635,134,5201,150,118,87,92,119,2
C111432,51,840942,197,1336,271,20,195,88,100,1
C111433,19,2335714,93,2472,185,71,141,46,117,2
C111434,44,1430074,125,4355,141,6,77,18,10,1
C111435,27,1000152,92,7493,81,31,28,1,44,1
C111436,52,2950339,189,8522,112,63,77,83,56,0
C111437,40,2791957,138,6498,88,89,26,27,27,2
C111438,66,2733997,151,13867,60,15,8,19,11,2
C111439,25,232131,113,4386,54,5,3,66,2,1
C111440,45,2971577,181,8811,335,24,194,74,113,0
C111441,40,736718,61,7542,299,53,170,98,11,1
C111442,21,804617,147,2227,280,26,79,5,57,1
C111443,31,703744,132,14475,223,78,79,54,9,1
C111444,59,1357860,174,2820,24,33,175,21,0,0
C111445,46,1696445,160,4003,315,91,158,66,18,4
C111446,18,1317364,84,12544,280,60,181,8,72,4
C111447,21,2836786,46,9546,190,103,29,63,65,2
C111448,49,707203,62,7166,227,127,7,63,60,3
C111449,50,1394850,92,441,307,47,170,32,45,4
C111450,66,2183325,54,356,99,33,193,70,71,0
C111451,43,1703730,124,515,120,26,134,48,41,0
C111452,34,1885042,100,10361,252,75,147,28,50,4
C111453,56,2709894,215,8567,103,46,148,20,53,0
C111454,40,2275192,67,8251,335,38,120,49,50,2
C111455,49,1081466,24,8746,133,70,38,64,73,2
C111456,69,485534,66,1290,13,75,61,10,86,1
C111457,32,1693932,18,7745,216,144,68,96,103,2
C111458,30,472809,241,10717,363,14,189,75,64,1
C111459,19,2710427,96,13710,347,74,165,26,7,0
C111460,36,1058264,48,10428,5,7,195,41,40,1
C111461,41,2308476,174,8658,255,131,196,27,25,4
C111462,62,244855,48,3843,329,78,72,88,33,1
C111463,41,790446,62,13269,237,144,140,11,97,4
C111464,28,807957,240,1954,74,133,41,0,14,3
C111465,39,2045705,222,1285,267,36,93,66,24,0
C111466,32,867943,230,9282,8,68,17,76,74,3
C111467,27,1144556,155,14571,218,39,94,60,73,1
C111468,58,1167702,62,6324,254,25,183,66,48,1
C111469,44,752078,102,8333,105,128,138,49,69,4
C111470,26,1397708,125,11803,46,147,79,72,36,3
C111471,69,1117744,102,7952,39,138,162,53,8,4
C111472,45,2957369,78,14771,251,53,153,80,76,0
C111473,18,1730348,65,14187,327,29,190,31,63,0
C111474,34,1317533,52,5971,256,47,75,4,34,1
C111475,48,2467726,1,12474,31,98,51,38,46,2
C111476,61,1166552,178,14597,313,56,194,87,3,0
C111477,27,939506,40,1028,287,105,148,46,75,4
C111478,54,2036650,72,6525,45,104,67,67,101,2
C111479,46,1454654,145,13495,68,32,4,81,35,1
C111480,35,1386344,1,2235,346,5,14,86,46,2
C111481,64,1884794,78,11591,168,58,67,96,80,2
C111482,55,2892149,235,4583,248,10,96,64,23,0
C111483,56,1627422,236,3271,312,22,150,10,29,0
C111484,66,2536950,205,12995,226,90,80,14,11,0
C111485,23,1387874,158,13457,47,14,38,89,105,1
C111486,57,2826547,205,962,344,110,128,57,9,0
C111487,29,2153639,67,8957,49,107,96,62,112,2
C111488,31,1431786,247,4229,279,119,165,47,48,4
C111489,61,1485372,22,7261,90,138,89,92,96,4
C111490,27,2373260,35,9448,198,72,182,29,31,4
C111491,37,2180097,56,7086,217,26,53,49,34,2
C111492,32,737606,126,4242,20,128,77,14,48,3
C111493,48,2686667,142,8269,271,109,157,81,59,0
C111494,24,1056824,232,5761,325,71,161,68,100,0
C111495,58,2575844,45,11142,124,35,175,61,28,0
C111496,27,1825453,86,3160,257,77,127,24,83,4
C111497,27,650586,33,6291,271,6,5,80,0,1
C111498,65,1415925,140,9735,270,92,70,86,32,3
C111499,56,1720959,152,9923,271,136,33,74,65,3
C111500,45,317396,197,3711,223,130,16,23,54,3
C111501,47,2118405,185,7248,228,90,190,1,119,0
C111502,54,1814701,137,2253,67,74,181,95,104,4
C111503,20,772230,130,10844,185,18,142,23,44,1
C111504,67,1610530,59,7547,84,42,22,54,7,2
C111505,60,2980207,95,6080,282,69,190,75,60,0
C111506,32,2192462,238,11834,279,99,39,37,18,3
C111507,38,751243,29,9528,197,133,76,88,118,4
C111508,69,1637147,221,13499,161,127,119,74,53,3
C111509,54,2069322,246,6120,209,34,23,39,23,0
C111510,29,581526,228,6933,276,25,166,15,100,1
C111511,21,1301401,55,328,157,37,57,98,101,1
C111512,64,590635,94,8164,40,129,183,79,29,4
C111513,26,2079853,150,6223,249,113,40,99,33,3
C111514,56,1610024,119,10327,261,14,60,40,39,1
C111515,59,2054735,213,12986,14,142,146,68,99,4
C111516,45,2565878,105,6966,17,66,102,19,32,2
C111517,40,1643810,177,13878,9,113,150,42,112,4
C111518,62,1342672,140,10567,66,45,137,64,8,1
C111519,57,2732126,199,5244,346,54,49,98,55,0
C111520,61,2041053,217,9324,343,145,31,0,8,3
C111521,39,1136374,136,4645,253,83,117,43,53,4
C111522,41,890939,225,4119,61,145,5,42,59,3
C111523,68,2598295,16,3711,349,1,75,46,44,2
C111524,43,2493566,168,12646,191,20,54,50,104,0
C111525,47,880480,173,3741,327,105,132,23,25,4
C111526,50,1161284,64,8031,330,138,116,58,94,4
C111527,33,305531,191,5006,290,91,21,85,33,3
C111528,39,2268907,179,14694,270,109,104,47,107,0
C111529,66,2844569,237,1593,264,133,28,64,31,3
C111530,67,2245934,10,1358,167,52,32,68,102,2
C111531,60,1175340,76,814,203,116,135,21,49,4
C111532,35,2870255,214,6123,13,19,156,69,106,0
C111533,24,390623,121,7306,311,47,189,23,96,1
C111534,67,2438933,199,10012,5,60,166,18,117,0
C111535,43,1955318,173,11024,204,106,182,45,65,4
C111536,25,2874381,85,6667,274,65,12,93,94,2
C111537,23,1913542,232,8818,143,14,42,92,106,0
C111538,47,539746,56,13444,284,98,84,39,103,1
C111539,56,948647,230,13193,304,88,127,1,58,3
C111540,40,2045593,214,3976,193,11,197,69,67,0
C111541,49,2683596,73,3388,96,142,191,56,71,4
C111542,39,1007087,212,11712,351,80,123,19,13,0
C111543,59,2282228,13,11451,128,24,111,26,99,2
C111544,60,921885,64,5156,129,87,115,55,45,4
C111545,62,1059130,115,5725,45,99,136,29,38,4
C111546,26,1542257,216,1220,252,19,165,17,91,0
C111547,48,220655,158,7509,359,1,132,86,49,1
C111548,24,565336,233,5506,165,77,134,46,0,3
C111549,26,1264677,52,1032,154,24,87,58,23,1
C111550,30,604251,114,4786,337,66,36,31,82,1
C111551,20,2390314,54,2735,39,61,197,57,74,4
C111552,52,2821870,57,1895,259,2,73,85,3,2
C111553,50,2240261,18,7022,15,109,84,98,115,2
C111554,38,1882142,25,5593,252,126,118,53,86,4
C111555,48,1484295,181,4138,118,73,110,90,119,3
C111556,69,2710988,20,10088,319,24,7,23,93,2
C111557,51,2037664,11,8689,39,130,10,70,57,2
C111558,49,1242061,168,7980,287,120,33,24,51,3
C111559,52,1417181,226,1098,85,5,111,13,89,0
C111560,32,172901,151,1268,30,141,172,5,77,4
C111561,49,2487320,90,10255,334,21,46,31,79,2
C111562,23,1107177,87,6278,170,95,69,31,44,3
C111563,62,2799176,241,14760,23,77,72,44,56,0
C111564,38,1176139,170,4682,200,62,104,19,66,1
C111565,50,2943422,175,10502,258,59,41,16,111,2
C111566,49,1498730,56,3233,66,79,114,21,30,4
C111567,69,2577679,33,5689,65,58,109,3,8,2
C111568,36,1210235,217,3843,359,53,195,2,59,0
C111569,50,2583046,98,4206,350,3,95,80,10,0
C111570,45,1194395,26,13348,104,94,15,34,80,2
C111571,48,2024438,103,14419,80,66,140,8,5,0
C111572,38,260265,69,10292,73,72,113,45,59,1
C111573,51,1017422,29,12960,101,123,86,69,36,4
C111574,32,1460077,222,8792,344,122,5,30,99,3
C111575,31,881067,109,11330,138,46,14,54,54,1
C111576,36,1756008,60,6346,164,32,61,36,110,2
C111577,60,2010834,219,9053,348,133,42,46,24,3
C111578,32,2682524,165,9194,138,11,39,69,63,0
C111579,23,2404470,245,7654,162,33,164,36,62,0
C111580,69,960436,153,9982,177,12,9,19,14,1
C111581,26,1935119,107,8681,347,20,60,75,117,2
C111582,54,280868,202,12599,332,120,43,81,119,3
C111583,37,1209678,172,10801,288,4,166,54,114,1
C111584,51,2312643,162,1355,13,136,133,7,53,4
C111585,55,2532165,121,11699,218,149,18,18,79,3
C111586,43,1810289,12,2254,222,121,170,6,20,4
C111587,35,1602348,93,8314,291,115,25,68,39,3
C111588,45,1250972,39,10503,203,56,83,90,99,2
C111589,68,1674255,147,7452,350,93,108,71,38,3
C111590,26,718911,147,3905,193,1,16,68,0,1
C111591,49,1679759,29,6246,130,34,199,85,83,4
C111592,23,166351,194,1113,170,83,127,64,46,1
C111593,31,2805828,90,7050,94,43,29,87,94,2
C111594,45,2480840,237,7988,55,81,117,4,54,0
C111595,41,2262120,101,11094,159,65,71,64,52,2
C111596,30,486403,112,13803,59,78,41,19,74,1
C111597,60,2287748,243,14708,237,3,48,85,43,0
C111598,29,787958,226,1518,190,118,177,51,94,4
C111599,68,864617,222,4893,103,136,114,27,107,3
C111600,36,1817032,76,12542,240,56,3,81,5,2
C111601,38,2820984,20,1519,338,90,171,0,22,4
C111602,44,1634373,185,14356,100,114,9,54,69,3
C111603,36,1759089,97,2679,283,147,162,82,52,4
C111604,41,2238436,9,11917,288,62,22,31,110,2
C111605,43,2211458,247,2310,183,64,60,96,81,3
C111606,62,1426357,2,13300,211,31,131,2,111,1
C111607,45,2895668,156,2596,226,133,54,89,5,3
C111608,63,445229,34,6471,180,33,94,33,109,1
C111609,35,1993904,21,1539,162,147,59,47,63,2
C111610,61,1212361,83,6935,344,63,185,41,54,4
C111611,53,2043393,206,8897,153,65,196,39,14,0
C111612,59,1160490,81,13801,237,16,173,17,59,1
C111613,46,1022596,184,2832,293,81,123,55,108,3
C111614,34,1107157,133,1421,26,125,54,78,16,3
C111615,21,1373117,85,6854,81,124,136,21,113,4
C111616,61,2639968,22,8864,25,68,128,2,83,2
C111617,62,575119,187,14791,317,22,190,82,27,1
C111618,46,481686,168,5367,134,50,26,38,20,1
C111619,21,1145042,84,9874,16,105,183,47,7,4
C111620,27,767424,220,4541,9,82,141,61,7,3
C111621,42,2620582,191,5133,265,5,26,11,62,0
C111622,48,1377318,160,6305,325,54,34,46,60,3
C111623,20,2989074,45,12977,291,110,178,43,35,4
C111624,64,2560575,83,8263,292,62,60,96,15,2
C111625,19,2628597,220,4204,106,55,40,94,90,0
C111626,42,1736814,215,638,121,11,191,4,8,0
C111627,66,2407987,33,3005,225,53,36,73,3,2
C111628,23,988333,210,4625,24,78,68,99,17,3
C111629,43,1780451,35,3804,0,65,46,63,14,2
C111630,25,2529334,46,9391,54,17,131,83,67,2
C111631,52,459711,127,1417,239,95,77,97,1,3
C111632,44,2045045,229,3999,309,16,162,60,22,0
C111633,42,2682651,106,6652,34,142,75,17,4,2
C111634,35,2154287,164,9923,266,39,192,30,115,0
C111635,18,2298674,108,7479,349,73,14,27,119,2
C111636,65,185371,190,1782,313,48,158,18,97,1
C111637,56,1335395,83,5650,348,125,134,87,111,4
C111638,20,1824701,218,13067,184,91,139,95,81,0
C111639,21,2402173,100,14324,136,149,166,36,101,4
C111640,58,650104,107,2742,242,46,132,44,50,1
C111641,54,1904339,26,7675,338,29,100,41,74,2
C111642,68,2250118,135,6842,149,101,186,11,66,4
C111643,32,1977982,87,13416,15,25,22,98,117,2
C111644,25,914422,133,1034,341,4,49,93,103,1
C111645,55,2058115,117,12478,307,51,58,37,85,2
C111646,67,2790831,215,10034,355,106,138,68,0,0
C111647,36,2770690,228,2280,362,29,188,18,48,0
C111648,64,2754978,160,5231,44,114,131,35,93,0
C111649,43,1698614,79,4862,193,117,192,45,1,4
C111650,56,1688530,219,2038,147,3,124,26,95,0
C111651,27,2005589,81,2839,275,49,18,47,39,2
C111652,55,666758,84,2281,90,99,107,9,32,4
C111653,31,326344,185,12686,271,79,7,89,105,3
C111654,66,2022033,208,1007,358,6,51,47,3,0
C111655,58,662677,112,9341,293,46,81,70,69,1
C111656,36,1568101,234,2426,212,10,84,67,22,0
C111657,47,2054497,123,2338,163,30,73,86,49,2
C111658,22,2646685,190,14316,94,79,79,31,58,0
C111659,48,1365883,156,5665,168,83,109,2,72,3
C111660,24,2461176,125,12990,361,115,170,47,80,4
C111661,36,474492,223,11405,330,90,122,31,76,3
C111662,48,348079,122,2084,32,146,103,38,15,4
C111663,69,1269225,80,778,316,49,176,13,6,4
C111664,56,2147587,128,3709,242,117,194,41,8,4
C111665,41,2498602,78,8955,313,13,3,74,5,2
C111666,51,1717316,239,10374,3,99,134,62,14,0
C111667,40,2834224,74,12606,184,95,29,41,35,2
C111668,65,2562519,194,10271,319,103,50,52,26,3
C111669,62,1992747,225,2498,308,20,50,67,89,0
C111670,57,1920620,41,13333,276,108,64,89,31,2
C111671,23,961048,86,13782,231,33,148,47,40,1
C111672,55,497820,66,12911,53,62,189,20,17,1
C111673,58,2836723,192,1274,178,114,64,34,79,3
C111674,53,508725,7,5938,182,45,60,85,29,1
C111675,44,1570972,244,14681,38,1,82,3,17,0
C111676,28,1476265,169,3204,280,78,55,4,117,3
C111677,22,2025184,123,9689,315,43,94,53,98,2
C111678,34,1996610,127,14596,289,125,131,64,49,4
C111679,69,2565709,173,14282,173,45,160,47,49,0
C111680,24,2717062,172,889,202,7,97,0,0,0
C111681,44,2770831,30,8887,150,38,162,94,41,2
C111682,64,2491596,166,8612,252,141,32,80,107,3
C111683,32,2532343,167,11167,28,10,79,8,21,0
C111684,63,2210494,147,9793,227,66,163,12,52,0
C111685,30,2107528,175,9580,243,18,163,2,70,0
C111686,28,2093667,38,4168,280,39,42,44,107,2
C111687,62,335594,145,8432,111,18,81,93,21,1
C111688,43,1865087,101,2558,275,19,11,26,18,2
C111689,39,1667750,202,12033,134,77,153,57,26,0
C111690,45,2389139,79,8417,66,4,52,85,112,2
C111691,41,1397823,197,5137,96,112,19,47,80,3
C111692,46,1379730,242,11172,80,39,61,65,91,3
C111693,26,1866986,102,9880,98,96,149,21,55,4
C111694,59,590398,235,12345,102,125,63,55,69,3
C111695,21,1446157,99,6779,188,83,16,1,20,3
C111696,66,2621132,4,14727,41,24,71,71,79,2
C111697,63,1024179,163,4972,132,81,152,10,55,4
C111698,35,1349841,129,7921,306,122,121,71,23,4
